ProgramSiteID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitID,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,MeasurementID,Notes,DataUpdateNotes,PercentFlow,ChannelUnitID,ChannelUnit_ChannelUnitNumber,InQualifyingSideChannel,SideChannelPresent,SideChannelLength,SideChannelWidth,SideChannelGreaterThanSiteLength
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990110,,,,17,17,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990111,,,,16,16,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990112,,,,15,15,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990113,,,,14,14,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990114,,,,13,13,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990115,,,,12,12,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990116,,,,11,11,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990117,,,,10,10,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990118,,,,9,9,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990119,,,,8,8,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990120,,,,7,7,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990121,,,,6,6,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990122,,,,5,5,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990123,,,,4,4,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990124,,,,3,3,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990125,,,,2,2,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/26/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1129,9/26/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990126,,,,1,1,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990127,in lemhi,,,1,1,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990128,,,,2,2,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990129,,,,3,3,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990130,,,,4,4,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990131,,,,5,5,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990132,,,,6,6,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990133,,,,7,7,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990134,,,,8,8,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990135,,,,9,9,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990136,,,,10,10,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990137,,,,11,11,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990138,,,,12,12,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990139,,,,13,13,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990140,,,,14,14,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990141,,,,15,15,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990142,,,,16,16,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990143,,,,17,17,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990144,,,,18,18,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990145,,,,19,19,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990146,,,,20,20,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990147,unit lies entirely in a culvert,,,21,21,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990148,,,,22,22,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990149,,,,23,23,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990150,,,,24,24,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990151,,,,25,25,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990152,,,,26,26,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990153,,,,27,27,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990154,,,,28,28,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990155,,,,29,29,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990156,,,,30,30,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990157,,,,31,31,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990158,,,,32,32,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990159,,,,33,33,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990160,,,,34,34,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990161,,,,35,35,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990162,,,,36,36,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990163,,,,37,37,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990164,,,,38,38,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990165,,,,39,39,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990166,,,,40,40,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990167,,,,41,41,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990168,,,,42,42,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990169,,,,43,43,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990170,,,,44,44,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990171,,,,45,45,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990172,,,,46,46,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990173,,,,47,47,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990174,,,,48,48,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990175,,,,49,49,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990176,,,,50,50,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990177,,,,51,51,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990178,,,,52,52,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990179,,,,53,53,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990180,,,,54,54,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990181,,,,55,55,FALSE,FALSE,,,Good
69679,LEM00002-LittleSprings1,20,Lemhi,9/29/2013,Hitch 8,Hannah Crew,2013,3,Lemhi IMW,Annual,1919,9/29/2013,1966,1,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,183990182,,,,56,56,FALSE,FALSE,,,Good
69680,LEM00002-LittleTimber1,20,Lemhi,9/28/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1130,9/28/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,Yes,,183990183,,,,5,5,FALSE,FALSE,,,Good
69680,LEM00002-LittleTimber1,20,Lemhi,9/28/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1130,9/28/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,Yes,,183990184,,,,4,4,FALSE,FALSE,,,Good
69680,LEM00002-LittleTimber1,20,Lemhi,9/28/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1130,9/28/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,Yes,,183990185,,,,3,3,FALSE,FALSE,,,Good
69680,LEM00002-LittleTimber1,20,Lemhi,9/28/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1130,9/28/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,Yes,,183990186,,,,2,2,FALSE,FALSE,,,Good
69680,LEM00002-LittleTimber1,20,Lemhi,9/28/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1130,9/28/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,Yes,,183990187,,,,1,1,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990188,,,,17,17,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990189,,,,16,16,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990190,,,,15,15,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990191,,,,14,14,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990192,,,,13,13,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990193,,,,12,12,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990194,,,,11,11,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990195,,,,10,10,FALSE,FALSE,,,Good
69681,LEM00002-LittleTimber2,20,Lemhi,9/27/2012,Lemhi Opportunistic Sites,Geoff Crew,2012,2,Lemhi IMW,Annual,1131,9/27/2012,806,1,,,,,,Yes,,Yes,,,Yes,,,,Yes,183990196,,,,9,9,FALSE,FALSE,,,Good
