ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
23,bdc6cb72-951a-4638-8765-a44497a61bfd,2,Left_Bank,1.7,0.46,0.43,0.31,4fe3d8f6-0e81-4ad7-b3c6-87fab94d113b,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
24,7a2dcb49-c1a4-40ee-91fd-33d340899360,1,Right_Bank,3,0.37,0.42,0.36,cee96d9f-6bc4-46f7-9c42-06425cbd30e7,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
25,fdffdee6-2021-4086-91a2-e92289f4cf9e,1,Left_Bank,7.5,0.34,1.11,0.83,80897db4-195c-479b-9e80-36ab00b3af6f,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
26,f61a6f04-a6f4-479e-9330-6165103eac03,1,Left_Bank,4.5,0.47,1,0.47,878763fd-e143-4cf9-a35a-f5f425a3e6c5,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
27,df1513f1-56be-484d-8308-43b9c766b066,1,Right_Bank,4.5,0.37,0.65,0.52,9d3cc672-ab2b-49a9-9dbd-0df086d09c14,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
28,33f25cf9-4e46-439f-9c35-abe15970c7b7,1,Right_Bank,6,0.4,0.44,0.37,b13dd3f0-9f1a-4635-a6c0-419f775cfc1d,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
29,df271a47-c983-4a95-b366-501655f11d80,2,Left_Bank,1.5,0.5,0.52,0.39,b13dd3f0-9f1a-4635-a6c0-419f775cfc1d,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
30,d13fc5b0-e266-442d-939f-cf25221f3b25,1,Right_Bank,1.5,0.77,0.53,0.52,e2c941ec-a17e-4590-b149-16ae5d18cc97,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
31,56c13b5d-a089-4be7-95d6-e663b4d41572,1,Left_Bank,2,0.45,0.71,0.77,812701bd-c825-4be5-8dd9-2defbcfd9b59,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
32,d670c2b8-0077-4a51-965b-cb5fd853da94,1,Right_Bank,2.2,0.36,0.41,0.45,ce446327-6e6b-4e50-903f-571d828ee0e0,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
33,4b64fdf4-2155-4cff-8f77-6a3ba661b68f,1,Left_Bank,2,0.39,0.37,0.55,2cea2e3d-c3eb-41c5-a837-1eb8bad41541,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
34,34616697-985e-46d8-8bfa-ea70cd0bcc5b,1,Left_Bank,2.8,0.47,0.28,0.7,d47d0e81-0a31-4b3f-8af8-9262e87a7df4,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
35,9b156e9b-9ab9-4d92-8073-abb336677ce5,1,Left_Bank,1.5,0.34,0.37,0.55,5321be53-598c-4014-bd43-52884ec257c3,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
36,11b2e916-29fa-43bf-9a79-fee19ff8c0a3,1,Left_Bank,4.5,0.73,0.77,0.67,d220df3c-498d-4d89-9d25-b415b2e857e1,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
37,c728cf58-a34a-4d4a-b194-cbcc5d386659,1,Left_Bank,3.3,0.45,0.47,0.53,c5b2b44e-ee51-460e-8050-e36a2835788f,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
38,419024c5-f42a-420a-bcbd-8e50371d6f9e,1,Left_Bank,1.5,0.7,0.95,0.85,30dd6c6e-ea9d-4b5d-99da-b74cab5c9e42,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
39,da29fade-3d9b-499e-87f7-5d37576ab9ea,2,Right_Bank,2,1.12,0.85,0.49,30dd6c6e-ea9d-4b5d-99da-b74cab5c9e42,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
40,3a88c436-7487-4d88-b06e-885aa891d09b,1,Right_Bank,7.5,0.66,0.74,0.5,4f305984-0bb8-4a26-8d53-6272c191aba9,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
41,d9b82baa-8396-4664-8a73-86fd591fbb35,2,Right_Bank,2,0.32,0.43,0.4,4f305984-0bb8-4a26-8d53-6272c191aba9,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
42,3192f1dc-cf34-4edd-8b7e-b75a86f7d408,1,Right_Bank,1.5,0.29,0.49,0.77,c8468815-f4f8-4b7b-9258-0bcb7778d9a0,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
43,2f93cddc-2a72-4875-b66b-2ed5982a2297,1,Left_Bank,5,0.72,0.57,0.29,2d3833a7-88bf-4252-bef3-9a754bdefcef,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
44,d8f09153-d11a-498b-84d6-d75ba4d5897f,1,Left_Bank,3,0.37,0.72,0.74,67cdc69f-e789-4f1a-9936-194bde41c8dc,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
45,ff478296-fcbe-402f-95ad-aac8e73ee548,1,Left_Bank,3,0.36,0.31,0.55,a80f0213-486f-436a-bedb-be412ad378bc,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
46,1c543547-e954-44ed-8d8f-b9857e70411d,1,Left_Bank,2,0.57,0.53,1.03,6d81de8d-75ea-4ff8-bc1f-65110f80167d,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
47,e2ba0339-328a-4fb1-87d3-55801e04ffb1,1,Right_Bank,4,1.1,1.22,1.24,19c10875-f1a1-441d-bdb2-6f586759995c,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
48,66c61146-24ca-4b03-b4ed-0d38603f0c32,1,Left_Bank,1.5,0.4,1.05,0.6,ea686048-b169-46cf-8c74-91a53f7a9aee,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
49,780b04d2-2383-4b18-97e6-3de1fc7041d7,1,Right_Bank,1.7,0.26,0.22,0.23,9b5050a3-6fc1-4644-bbea-30a34d224ec7,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
