ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11,ed9999da-459c-4de9-8b8c-5277232b0ec7,Riffle,11,1,0.2,,10,,,,90,,,,,19.3,54.5,38.5,77,54.5,1.03,3,19.3,19.3,0.06,0.06,0.24,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
12,f065383c-723c-44bb-86d2-225a474cd94b,Pool,12,1,0.16,,10,,,,90,50,50,,,,,,,,,,,,,,0.26,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
13,e0f6f8c9-0a04-486e-9408-db158199f56a,Riffle,13,1,0.14,,10,,20,,80,,,,,19.3,13.65,13.65,38.5,9.65,27.3,27.3,19.3,19.3,6.85,0.06,0.32,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
14,a14b5e78-c170-4233-ace9-4cd3aefd12bc,Riffle,14,3,0.12,,50,,10,,40,30,70,,,,,,,,,,,,,,0.21,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
15,4d29253e-a86e-48f0-b261-32f35ec89bcc,Pool,15,1,0.21,,70,,20,,20,60,40,,,,,,,,,,,,,,0.36,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
16,6d4b5238-f59c-4e44-9bb4-87974b3e62d2,Pool,16,1,0.12,,70,,20,,20,50,50,,,,,,,,,,,,,,0.36,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
17,5b9144cd-6613-401b-9090-9fae30353ce5,Pool,17,1,0.2,,70,,,,30,60,40,,,,,,,,,,,,,,0.4,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
18,40314ce7-a121-451d-9a3f-185871a3d94e,OCA,18,1,0.12,,80,,,,20,100,,,,,,,,,,,,,,,0.18,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
19,09cdf9a5-fad6-48f7-9e41-dc429dd1a040,Riffle,19,1,0.18,,20,,10,,70,,,,,6.85,1.03,19.3,38.5,13.65,19.3,54.5,9.65,6.85,4.85,0.06,0.21,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
20,185b9f0a-a96c-496a-8c6a-8337a7fc2185,Pool,20,1,0.16,,40,,10,,60,60,40,,,,,,,,,,,,,,0.39,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
21,ae3da150-2451-442a-863d-55b07593e59b,Pool,21,1,0.2,,40,,,,60,50,50,,,,,,,,,,,,,,0.54,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
22,7378708d-6369-4587-9d9c-bb2b0ff87fc9,Riffle,22,1,0.21,,10,,,,90,,,,,0.06,27.3,13.65,54.5,54.5,19.3,27.3,6.85,19.3,38.5,19.3,0.32,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
23,763e2c8a-a6bc-4e47-b667-7fa8716d227f,Pool,23,1,0.19,,30,,,,70,40,60,,,,,,,,,,,,,,0.36,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
24,a47be989-3f94-4f01-a84c-bb35a3563f1c,Pool,24,1,0.19,,10,,10,,80,60,40,,,,,,,,,,,,,,0.48,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
25,d5b35e0e-f2e2-4d37-b003-a8b34797d6bc,Riffle,25,1,0.15,,,,,,100,,,,,19.3,27.3,13.65,38.5,38.5,19.3,54.5,109,9.65,27.3,0.06,0.18,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
26,4a42c9f9-583c-4d95-b6dd-a2bd1865070b,Pool,26,1,0.18,,10,,,,90,40,50,10,,,,,,,,,,,,,0.26,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
27,2e395159-4c8c-41c1-a5c2-a9aec4773da6,Riffle,27,1,0.25,,10,,,,90,,,,,27.3,77,54.5,54.5,38.5,19.3,54.5,19.3,0.06,27.3,0.06,0.25,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
28,bc032a47-c4b8-42c0-b3cc-5209cd14781f,Pool,28,1,0.19,,10,,10,,80,40,60,,,,,,,,,,,,,,0.3,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
29,89d80ca2-25c0-4f25-9b49-2498751d889e,Pool,29,1,0.18,,10,,20,,80,60,40,,,,,,,,,,,,,,0.42,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
30,9bf2b4ee-182e-4c17-ab61-9ef8cddf4027,Riffle,30,1,0.12,,,,,,100,30,60,10,,,,,,,,,,,,,0.16,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
31,d36a4f94-ca17-49d4-af8e-8bbec593e264,Run,31,1,0.14,,,,,,100,40,60,,,,,,,,,,,,,,0.18,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
32,665ecd15-99f3-4315-9dbf-4fd3b74ff8a8,Pool,32,1,0.1,,20,,20,,70,60,40,,,,,,,,,,,,,,0.3,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
33,914b614f-2ba4-4a23-8099-1e6f36f8636b,Pool,33,1,0.2,,,,30,,70,70,30,,,,,,,,,,,,,,0.5,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
34,88187270-b870-41a8-844b-5ca87f33194d,Pool,34,1,0.25,,10,,,,90,80,20,,,,,,,,,,,,,,0.62,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
35,febd93c5-bb52-4a8f-8ce3-9acd5e478e7d,Pool,35,1,0.2,,10,,40,,50,80,20,,,,,,,,,,,,,,0.38,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
36,62e6d76a-42ec-4554-b5a1-ecce9fa95561,Riffle,36,1,0.18,,20,,30,,60,30,70,,,,,,,,,,,,,,0.26,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
37,691858d3-4f89-4e27-9223-cdf2d9c3ab2a,SSC,260,4,0.02,,30,,,,70,50,40,,,,,,,,,,,,,,0.18,0.82,0.58,0.68,0.48,0.62,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
38,e31f2513-3de0-4b59-9af9-3c4c08c4db81,Run,38,1,0.15,,40,,10,,60,40,50,10,,,,,,,,,,,,,0.28,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
39,a182ca57-edc2-4f8a-ab39-0bc11ab60632,Pool,39,1,0.15,,50,,20,,40,70,30,,,,,,,,,,,,,,0.62,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
40,9b76c215-178c-4ef2-97ff-ac4e9a9b5c24,Riffle,40,1,0.1,,,,,,100,30,60,10,,,,,,,,,,,,,0.25,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
41,060545df-31c5-462f-9226-027eaeca88b1,Run,41,1,0.21,,,,,,100,30,60,10,,,,,,,,,,,,,0.27,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
42,efcf8c39-b8a3-4d63-85bc-37bfc2fe5307,Pool,42,1,0.16,,10,,40,,50,70,30,,,,,,,,,,,,,,0.54,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
43,86c3a167-c593-4bc5-88ba-eeb192b93a6b,Pool,43,1,0.18,,40,,,,60,40,60,,,,,,,,,,,,,,0.5,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
44,f88f5ce3-25c0-4939-9141-8bdee7c1f78a,Riffle,44,1,0.23,,60,,,,40,30,70,,,,,,,,,,,,,,0.26,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
45,bc3569ea-cab6-45da-a49d-e0db1b20e25a,Pool,45,1,0.14,,10,,20,,80,60,40,,,,,,,,,,,,,,0.39,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
46,f4f8df23-f3b4-4afa-9f4f-1721d67c2f13,Run,46,1,0.21,,20,,,,80,40,60,,,,,,,,,,,,,,0.28,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
47,fd2fcc44-32bc-4e2d-83e9-9152917c467f,Riffle,47,1,0.11,,20,,,,80,30,50,20,,,,,,,,,,,,,0.18,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
48,40d64b48-069c-4ad8-bf41-1d8ed9c576dd,Pool,48,1,0.14,,20,,60,,30,80,20,,,,,,,,,,,,,,0.64,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
49,fd5c1ce5-d705-41ff-85eb-ddb8bd0f285b,Run,49,5,0.18,,20,,20,,60,60,40,,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
50,06efb09b-0b72-452c-8658-7b1332d76848,Riffle,50,1,0.1,,,,,,100,30,50,20,,,,,,,,,,,,,0.25,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
51,c60c8e3d-73c1-4ee4-b835-99d0a4723f71,Run,51,1,0.17,,,,,,100,30,60,10,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
52,e2494286-6c62-468c-92df-2db07a1942d4,Riffle,52,1,0.13,,10,,,,90,30,60,10,,,,,,,,,,,,,0.18,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
53,baf1480d-ba78-4997-8904-65b3583d2333,Pool,53,1,0.16,,30,,10,,70,70,30,,,,,,,,,,,,,,0.74,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
54,b789b0e8-42fd-4272-a39d-33713f68337f,Riffle,54,1,0.18,,40,,10,,60,30,50,20,,,,,,,,,,,,,0.29,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
55,91d053a1-dcd2-4dba-b848-8087781ee95f,Pool,55,1,0.16,,10,,,,90,40,60,,,,,,,,,,,,,,0.32,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
56,7e1d1c2f-a754-4372-a6b0-25d2363cebc2,Riffle,56,1,0.23,,10,,,,90,30,50,20,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
57,794df62c-2903-4cdf-b750-098ce30b131d,Run,57,1,0.21,,,,,,100,30,50,20,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
58,c4f793d3-92c0-435b-9b87-cf785abf52cc,Riffle,59,1,0.2,,80,,,,20,30,50,20,,,,,,,,,,,,,0.3,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
59,c0a02276-b7e5-483f-b91e-e70886e7c8c7,Pool,60,1,0.25,,10,,,,90,30,50,20,,,,,,,,,,,,,0.3,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
60,06b17452-77cc-4b7d-898c-debe4a75a619,Riffle,61,1,0.23,,,,,,100,30,50,20,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
61,9a2bd849-1e5f-4907-8172-707e0687769b,Pool,62,1,0.21,,30,,,,70,70,30,,,,,,,,,,,,,,0.38,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
62,92b14a2f-6bcd-4c0c-8820-f44c7feb32a0,Pool,63,1,0.24,,10,,,,90,40,60,,,,,,,,,,,,,,0.32,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
63,f5c634ba-cb71-4451-86d4-2a45ce9d6d93,Riffle,64,1,0.2,,10,,,,90,30,60,10,,,,,,,,,,,,,0.21,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
64,ea756e17-d190-48da-9a4d-a34843996433,Run,65,1,0.21,,,,,,100,60,40,,,,,,,,,,,,,,0.34,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
65,157b3140-faa8-4581-9012-587293706a7c,Riffle,66,1,0.23,,20,,20,,70,40,40,10,10,,,,,,,,,,,,0.32,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
66,5e4cdd87-718d-43ba-b645-33bf7af8912b,Run,67,1,0.2,,10,,20,,70,70,30,,,,,,,,,,,,,,0.3,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
67,857aa39b-76fa-498f-9875-4480f9b2bcd3,Rapid+,68,1,0.25,,80,,10,,20,50,30,10,10,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
68,4948dd03-85e1-49e2-8bbd-a657ad63ca7f,Riffle,69,1,0.2,,10,,,,90,30,70,,,,,,,,,,,,,,0.22,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
69,f44d8d73-9a38-422c-aa26-13e3a1dc5789,SSC,70,6,0.01,,10,,10,,80,90,10,,,,,,,,,,,,,,0.25,0.61,0.85,0.92,0.78,0.48,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
70,8eca1bba-e04e-4b02-963d-30950a0042e8,Pool,71,1,0.12,,,,60,,40,70,30,,,,,,,,,,,,,,0.82,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
71,0f848e7b-86eb-4a11-bac5-2fc2c7d9a4f5,Run,72,1,0.16,,,,,,100,40,60,,,,,,,,,,,,,,0.25,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
72,08e3e40b-94bc-4b2c-b4ea-e438b8b211fe,Pool,73,1,0.23,,,,,,100,30,50,10,10,,,,,,,,,,,,0.39,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
73,4f51062c-f809-4d93-8829-a593841c7654,Riffle,74,1,0.23,,,,,,100,30,70,,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
74,474e0d44-894b-43e7-a079-856eb41a6465,Pool,75,1,0.23,,10,,,,90,40,60,,,,,,,,,,,,,,0.48,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
75,aadec1d3-9457-4dfd-b0ce-0ca26c4c658e,Riffle,76,1,0.16,,,,,,100,30,70,,,,,,,,,,,,,,0.18,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
76,03d6ca9d-c39a-4ae9-8d12-a4d62b451f14,Pool,77,1,0.12,,10,,10,,80,80,20,,,,,,,,,,,,,,0.72,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
77,db606976-8780-430d-9844-f8bbaf829cf5,Pool,78,1,0.21,,10,,10,,80,50,50,,,,,,,,,,,,,,0.65,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
78,b9755ce1-ed6a-4371-b2d2-79f333b68e1b,Riffle,79,1,0.23,,10,,20,,80,30,60,10,,,,,,,,,,,,,0.25,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
79,655889aa-38bb-49cd-a663-6ab2b89fabe4,Pool,80,1,0.18,,,,,,100,50,40,10,,,,,,,,,,,,,0.49,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
80,ca6b544e-2758-4b56-975b-b837260eb493,Riffle,81,1,0.18,,,,,,100,30,50,20,,,,,,,,,,,,,0.25,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
81,4d440d9d-0744-4171-9a92-57ff9169cb35,Pool,82,1,0.18,,,,10,,90,40,50,10,,,,,,,,,,,,,0.51,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
82,ef948226-ac99-43e1-857d-da033a1141dd,Pool,83,1,0.23,,10,,20,,80,60,40,,,,,,,,,,,,,,0.42,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
83,1310b1d6-6b3e-4b2a-b797-9d2f72c5dcac,Riffle,84,1,0.16,,,,,,100,30,50,20,,,,,,,,,,,,,0.23,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
84,61a17c43-36a9-4acb-98eb-8e5872e225df,Pool,85,1,0.23,,,,10,,90,40,60,,,,,,,,,,,,,,0.4,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
85,76b0e480-17f4-49c4-9873-dc51e2a080b3,Pool,86,1,0.2,,,,40,,60,70,30,,,,,,,,,,,,,,0.48,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
86,ea427a5f-05a3-4d22-b81a-f303c69d029e,Riffle,87,1,0.36,,20,,10,,80,40,50,10,,,,,,,,,,,,,0.36,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
87,95d13609-12e6-46c0-83dd-6afd11f0b5dd,Pool,88,1,0.16,,30,,,,70,40,50,10,,,,,,,,,,,,,0.26,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
88,8f3ce3a8-9e09-428f-99d5-bab72ba8b854,Pool,89,1,0.19,,30,,10,,60,50,50,,,,,,,,,,,,,,0.48,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
89,ad8b3da8-6c50-486a-81b4-865aa80e7e7e,Pool,90,1,0.22,,20,,10,,80,40,60,,,,,,,,,,,,,,0.4,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
90,561a380f-056e-4ef9-a016-6c5aac671fcd,Riffle,91,1,0.2,,10,,,,90,40,60,,,,,,,,,,,,,,0.26,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
91,442f9f10-79b4-4838-af40-eb6635cd6eba,Run,92,7,0.08,,20,,30,,50,90,10,,,,,,,,,,,,,,0.24,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
92,3bede19c-514a-47a8-8067-2d05997f685f,Pool,93,1,0.18,,,,10,,90,60,40,,,,,,,,,,,,,,0.32,,,,,,c112afef-7423-445e-8dff-4e501a256092,8/29/2019 22:25,richie@qcinc.org,8/29/2019 22:25,richie@qcinc.org
