ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
24,6e3e5f90-e9dc-490b-8c0f-d56d27513a15,Pool,24,1,0.86,,10,,10,,80,80,20,,,,,,,,,,,,,,1.96,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
25,76fd5adb-789d-4d2c-9255-2bcd79f8e5ab,Riffle,25,2,0.44,,30,,10,,70,40,60,,,,,,,,,,,,,,0.52,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
26,b10ce382-b13d-4deb-afbc-a7a49812d4aa,Rapid+,26,2,0.3,,,,10,,90,40,60,,,,,,,,,,,,,,0.58,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
27,255fbba2-6c5d-4bc9-b144-c285066fbc1e,Riffle,27,2,0.23,,10,,10,,80,70,20,10,,,,,,,,,,,,,0.48,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
28,41eeb2de-b9a1-4f18-bb26-be71e844e60d,Pool,28,2,0.19,,20,,20,,70,100,,,,,,,,,,,,,,,0.48,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
29,2c12f3ba-981b-4900-941a-192327ba037f,OCA,29,2,0.42,,20,,30,,50,100,,,,,,,,,,,,,,,0.48,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
30,45f4a061-ff82-4242-8ac8-10e28ab03be2,Rapid+,30,2,0.38,,20,,30,,50,100,,,,,,,,,,,,,,,0.52,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
31,df7b8e88-f93d-45b5-b62f-ad67255fb520,SSC,31,3,0.19,,10,,10,,80,100,,,,,,,,,,,,,,,0.38,1.98,1.42,1.86,2.17,2.68,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
32,812fa47d-7c56-4517-88ed-f1c7f60c9919,SSC,32,4,0.25,,40,,10,,50,90,10,,,,,,,,,,,,,,0.4,3.82,3.47,2.16,2.61,1.99,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
33,73b43f9b-d8cf-4138-8104-4eadeb48b49f,Run,33,1,0.72,,,,,,100,40,40,20,,,,,,,,,,,,,0.72,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
34,e1d283ea-9890-45e1-a47a-dc1f15239b23,Riffle,34,1,0.41,,,,,,100,,,,,0.06,54.5,1.03,309,109,19.3,54.5,77,154,618,77,0.58,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
35,c4a97d7f-9981-41b8-b645-3078d84f7d4c,Rapid+,35,1,0.24,,10,,20,,80,20,50,30,,,,,,,,,,,,,0.72,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
36,57d3033d-2df0-4c38-afed-7ea81b1b21f4,Riffle,36,1,0.49,,20,,,,80,,,,,0.06,218,218,19.3,109,38.5,218,154,309,54.5,77,0.49,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
37,be092d45-22b1-4019-8180-fcf45a395d31,Pool,37,1,0.51,,30,,,,70,30,40,20,10,,,,,,,,,,,,0.69,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
38,2a79e24a-2920-4778-9e4d-8cea9167a7bd,Rapid+,38,1,0.46,,10,,10,,80,20,40,30,10,,,,,,,,,,,,0.62,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
39,95ba641a-fa0b-45cf-8cf5-ba06131f419b,Riffle,39,1,0.38,,10,,,,90,,,,,0.06,218,309,77,77,109,437,218,109,618,154,0.44,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
40,e30ebca1-f20a-4603-9bcd-427fe61d083f,Rapid+,40,1,0.34,,10,,,,90,20,30,30,20,,,,,,,,,,,,0.7,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
41,b069b54a-37af-4209-b359-0f2561e1c6f0,Riffle,41,1,0.52,,20,,,,80,20,30,30,20,,,,,,,,,,,,0.78,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
42,0d0d38d4-3e65-4350-8ec4-646e084aa2e1,Pool,42,1,0.37,,,,,,100,30,30,20,20,,,,,,,,,,,,0.58,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
43,bba4a392-af17-4fd9-be4d-cebd9741908c,Rapid+,43,1,0.4,,10,,,,90,20,30,30,20,,,,,,,,,,,,0.7,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
44,65a74149-72f0-43ee-9670-cc8b8738be23,Riffle,44,1,0.51,,10,,,,90,20,40,30,10,,,,,,,,,,,,0.55,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
45,1ea2d1da-dc2a-40df-80a4-97a7be9eede4,Rapid+,45,1,0.55,,20,,10,,80,30,50,20,,,,,,,,,,,,,0.62,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
46,c83de540-59b2-4a78-8a63-0d6e8d20234a,Riffle,46,1,,,10,,,,90,20,30,30,20,,,,,,,,,,,,0.51,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
47,2a84236e-1b5f-4a32-ae65-7018683a95bb,Rapid+,47,1,0.5,,10,,,,90,20,30,30,20,,,,,,,,,,,,0.62,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
48,cdc9195d-516d-4a36-8768-aa28d7704d6a,Riffle,48,1,0.38,,20,,,,80,20,30,30,20,,,,,,,,,,,,0.75,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
49,ff60221a-f666-479e-aa06-0d0f4d7a37bc,Pool,49,1,0.36,,,,10,,90,30,40,20,10,,,,,,,,,,,,0.62,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
50,622c1ae6-e7bb-4af4-9d5c-33ac53e55da3,Riffle,50,1,0.32,,10,,10,,80,20,40,30,10,,,,,,,,,,,,0.5,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
51,4558c680-2c12-4192-8a40-00dbd4116953,Pool,51,1,0.5,,10,,,,90,30,40,20,10,,,,,,,,,,,,0.72,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
52,ef8be3fa-e617-4c1a-8e08-f8352bf889d8,Rapid+,52,1,0.49,,10,,10,,80,20,20,30,30,,,,,,,,,,,,0.74,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
53,ae9cee46-0df8-402b-b9a0-e5675a4720a9,Pool,53,1,0.32,,10,,,,90,30,30,30,10,,,,,,,,,,,,0.72,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
54,adc71786-87c4-4cf1-86d1-113b7aebc6bc,Pool,54,1,0.36,,10,,,,90,20,40,30,10,,,,,,,,,,,,0.65,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
55,e74ed168-d2a3-415b-b277-0451409c2ddc,Riffle,55,1,0.62,,20,,10,,80,30,30,30,10,,,,,,,,,,,,0.64,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
56,77861ed4-3ebf-4abd-a57f-40314c2065ae,Pool,56,1,0.39,,10,,,,90,60,30,10,,,,,,,,,,,,,1.25,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
57,05781f2f-b969-4fea-b1fb-4f03267ea056,Riffle,57,1,0.48,,10,,10,,80,30,40,30,,,,,,,,,,,,,0.56,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
58,278ca05e-4544-4c7f-8de4-b003dca56199,Pool,58,1,0.36,,10,,,,90,60,30,10,,,,,,,,,,,,,0.98,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
59,3adba87b-accf-48c6-83cb-8fb74d5d4fae,Riffle,59,1,0.37,,10,,10,,80,30,30,30,10,,,,,,,,,,,,0.55,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
60,f6f5ecc4-a365-442a-89c6-7e2d12cb44d3,Pool,60,1,0.42,,20,,20,,70,30,50,20,,,,,,,,,,,,,0.8,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
61,0b5a0dd6-a5ce-4ba6-81c5-fb92038bd8a2,Riffle,61,1,0.26,,10,,10,,80,30,50,20,,,,,,,,,,,,,0.68,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
62,5ff0bacb-f762-4074-a021-a74e16e649ec,Pool,62,1,0.34,,,,,,100,40,40,10,10,,,,,,,,,,,,0.7,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
63,217b9dd2-43f9-4db0-bf9b-da98495bd092,Riffle,63,1,0.44,,,,10,,90,40,20,30,10,,,,,,,,,,,,0.59,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
64,68d9fa71-95f4-4f26-a6d7-3cbc31ea47fe,Rapid+,64,1,0.5,,20,,10,,70,20,30,20,20,,,,,,,,,,,,0.64,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
65,e631dd17-5abd-435d-a5f4-f39733ff9738,Pool,65,1,0.42,,20,,10,,70,50,30,10,10,,,,,,,,,,,,0.98,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
66,1acfa346-3467-41d1-907b-ce32ad993cec,Pool,66,1,0.38,,30,,20,,60,60,30,10,,,,,,,,,,,,,0.76,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
67,cf0506f7-60aa-4ecc-bbdf-c3590efaf94f,Riffle,67,1,0.46,,20,,10,,80,30,30,30,10,,,,,,,,,,,,0.64,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
68,808bd9a4-e91f-4179-8893-3c771cca6c71,Pool,68,1,0.61,,50,,,,50,40,30,20,10,,,,,,,,,,,,0.72,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
69,370dc34a-b21a-4ba9-94a9-5c1cf927974f,Riffle,69,1,0.36,,10,,,,90,30,50,20,,,,,,,,,,,,,0.46,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
70,520afc8d-7d00-4a30-b6b3-8e2fa87f1b2b,Pool,70,1,0.38,,20,,10,,70,30,60,10,,,,,,,,,,,,,0.52,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
71,eb241019-aa3c-41bc-8928-bac2e23ad45f,Riffle,71,1,0.4,,10,,,,90,30,60,10,,,,,,,,,,,,,0.51,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
72,863f5962-b6df-40b7-b852-caaf931e61c0,Pool,72,1,0.48,,10,,,,90,40,20,20,20,,,,,,,,,,,,0.82,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
73,6b9e3b9e-2983-41fa-8642-00a6b143d869,Pool,73,1,0.32,,20,,,,80,50,20,20,,,,,,,,,,,,,1.19,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
74,7e27bb63-f5f2-4bcb-be1f-326d103c55a4,Run,74,1,0.46,,10,,,,90,20,40,30,10,,,,,,,,,,,,0.76,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
75,db747d01-9b6f-4e88-981e-0dbbfa644217,Riffle,75,1,0.5,,10,,,,90,20,50,30,,,,,,,,,,,,,0.5,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
76,f733ac16-b2e0-4daf-88d9-b1000ce38e1a,Pool,76,1,0.34,,20,,10,,70,40,40,20,,,,,,,,,,,,,0.98,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
77,715da56f-b526-4727-bb32-de475688bfce,Riffle,77,1,0.32,,,,10,,90,40,50,10,,,,,,,,,,,,,0.38,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
78,30f310a9-9340-43aa-84b1-0846a543eb1b,Pool,78,1,0.32,,10,,,,90,50,50,,,,,,,,,,,,,,1.01,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
79,6a6af512-9e0e-4fd0-a4e6-660ec87b33a7,Pool,79,1,0.24,,50,,10,,40,50,40,10,,,,,,,,,,,,,0.98,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
80,2a6847ad-28bd-46c1-97a1-2ac4af571746,Pool,80,1,0.26,,50,,,,50,40,50,10,,,,,,,,,,,,,0.92,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
81,14b7db3c-91ab-43de-8369-3ab66909b543,Riffle,81,1,0.52,,10,,10,,80,30,50,10,10,,,,,,,,,,,,0.72,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
82,a4b3e8e6-2bc1-472c-9667-e26aaaa051d0,Pool,82,1,0.22,,30,,10,,70,40,50,10,,,,,,,,,,,,,0.78,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
83,6f50b7f1-0dbc-4979-a5f5-5996a7d5ae3c,Riffle,83,1,0.47,,10,,10,,80,30,50,20,,,,,,,,,,,,,0.52,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
84,9958435f-98db-4d94-a14d-9bad6af2142e,Pool,84,1,0.39,,10,,10,,90,40,30,20,10,,,,,,,,,,,,0.82,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
85,fba9d760-7272-41c4-9f09-e06b38996e74,Riffle,85,1,0.42,,20,,10,,80,30,60,10,,,,,,,,,,,,,0.46,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
86,4ab5ed45-0aba-43e7-8990-8ffeec6161a1,Pool,86,1,0.36,,10,,,,90,50,30,20,,,,,,,,,,,,,0.68,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
87,6b4ec905-5c56-4261-801d-4b32ec5ebea9,Riffle,87,1,0.42,,20,,,,80,30,60,10,,,,,,,,,,,,,0.52,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
88,242c115e-757e-4200-9726-d4bd140d4aef,Pool,88,1,0.3,,20,,10,,80,40,40,20,,,,,,,,,,,,,0.65,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
89,d8327d20-d98c-4357-ae0f-71e9a6fd7b66,Riffle,89,1,0.18,,20,,10,,80,30,50,10,10,,,,,,,,,,,,0.58,,,,,,d5ab2e89-ccbb-420f-96a1-50981172ac75,7/30/2019 1:16,richie@qcinc.org,7/30/2019 1:16,richie@qcinc.org
