ObjectID,GlobalID,Station Width,Station Depth,Station Velocity,ParentGlobalID,CreationDate,Creator,EditDate,Editor
12,f9dd5b90-1fc1-4e01-9d34-8837c718b135,2.75,0.2,0.473,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
13,5684450f-06a1-4d9a-8c3f-deae1785768d,3,0.19,0.502,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
14,9a6930b3-ec16-4cf1-8ae1-a38c9082f0e2,3.25,0.2,0.44,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
15,9e6625b7-b042-49d7-907a-d3f78f97ce89,3.5,0.18,0.405,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
16,9335b702-f9e6-4760-801f-6cee1bbe2b59,3.75,0.18,0.327,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
17,43ed1203-456d-4d3d-b5d8-a5d1c99a72ae,4,0.18,0.241,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
18,cbfa21c9-53da-44fc-b513-1272c389471c,4.25,0.14,0.245,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
19,39aef07c-a736-4106-b18d-d74e901ec118,4.5,0.16,0.201,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
20,3c7f7dfe-2bfd-40f3-9cd4-89a1a079820d,4.75,0.1,0.137,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
21,d74a74b5-99bd-42b8-9093-9d0acee26f25,4.9,0.2,0.022,3494bb92-218a-4132-98d7-0be5380436ef,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
22,8d02745a-18eb-445a-ad79-b750f14608ca,0,0.17,-0.01,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
23,0838eeba-abc3-46d5-afef-d1b54f0eef11,0.3,0.23,0.492,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
24,f90a635d-d7d4-4dcc-9eef-dee8e48abeef,0.6,0.3,0.499,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
25,588c0ede-7231-4b3f-8719-970cd423ce8c,0.9,0.3,0.594,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
26,cdbd0dbe-7a5a-423e-98f2-a4e3c9d52128,1.2,0.3,0.433,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
27,1a68c79b-7e82-4d98-8a7d-f9485c7c450c,1.5,0.28,0.425,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
28,52fd0ed3-ca84-436c-b065-77f686416797,1.8,0.24,0.336,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
29,87a99d4c-5512-453b-97fa-4b9a91784927,2.1,0.24,0.539,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
30,6709a388-12e3-45bc-900c-06f59dd29bda,2.4,0.25,0.67,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
31,81b15000-6320-446b-86c8-fa7fcabb59a0,2.7,0.25,0.72,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
32,c94f9a5d-a43f-41c7-8de5-f37204ddf32e,3,0.26,0.652,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
33,cc51422d-1955-4e4c-b85b-6f7c1d2fa3e2,3.3,0.3,0.622,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
34,7be45281-3204-434f-8724-e016efc4e064,3.6,0.3,0.547,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
35,8d2dc7ee-6992-4542-9337-a5fed3a24340,3.9,0.32,0.479,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
36,244951d3-624f-45e1-9679-e3ea9ad81efa,4.2,0.36,0.584,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
37,289c7277-ba13-4589-bdcd-e25b50a81fea,4.5,0.37,0.576,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
38,bd028661-8a32-4627-8a28-a37f26855d94,4.8,0.34,0.607,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
39,9fc1a841-b1b5-4ce7-a558-dc49f13359d6,5.1,0.32,0.349,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
40,a2671367-3b7e-457b-bab0-8a84d3324b28,5.2,0.32,0.373,24fb042b-1836-4b77-b59a-44406d904353,6/26/2019 11:16:57 PM,richie@qcinc.org,6/26/2019 11:16:57 PM,richie@qcinc.org
