ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
33,9ebc2d80-59f5-4589-b0f4-a5ab63e1ca70,1,1.7,0.15,Yes,Yes,Yes,edcccc49-6ef5-4f28-9b36-f2ebbddf9282,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
34,4fa1a4c7-044a-4d95-85a8-bb2774ce4da6,1,5,0.17,Yes,Yes,No,dfad927d-dadd-433f-9209-90be9ad3c55c,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
35,34fa383a-a89d-420c-a6b0-77cf0fb27a5c,1,2.5,0.32,Yes,No,No,daaaf468-17b7-4d43-949e-a265c427f3ba,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
36,439eac33-5630-4aa2-ad94-26c8b1115b56,1,5,0.6,Yes,Yes,No,b76e50e4-a5e4-4df1-a370-2383352d55b0,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
37,a8998926-873c-4666-b1d3-50198d590118,1,4,0.45,Yes,Yes,No,cc98376b-9ae4-43a6-8eb7-203184be9e7a,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
38,feb4cbfd-6d15-46c7-a8dd-219f252af01d,2,2,0.15,Yes,Yes,No,cc98376b-9ae4-43a6-8eb7-203184be9e7a,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
39,5d8c9ad7-4f3f-414c-9f81-eb72aa6711fc,1,2.25,0.3,No,No,Yes,e7c069c6-abec-48f0-92d1-a696abb5d5d6,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
40,e86f0c68-1144-4080-927e-f389a5f5f6ed,1,10,0.27,Yes,Yes,No,36c9f0e2-99e5-48ee-9ab3-133bc49f4392,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
41,eae5853c-4baa-47f7-9a99-9959d953016f,1,3,0.2,Yes,Yes,Yes,511a55d7-db93-4fc6-ba8a-dc4d64d437e5,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
42,0e9049dc-c981-4ee8-ae03-4791ad56cc6b,2,4.5,0.27,Yes,Yes,Yes,511a55d7-db93-4fc6-ba8a-dc4d64d437e5,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
43,e788d996-dd3f-45f9-b482-6470c3fbd935,1,3,0.2,Yes,Yes,No,a34caaa1-54f6-4c53-a1f3-6b4b1642ebdf,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
44,dfca97b0-5eb0-40d5-b38b-cbd28e4a70b5,2,3,0.15,Yes,Yes,Yes,a34caaa1-54f6-4c53-a1f3-6b4b1642ebdf,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
45,526bf84e-6f50-4930-9720-689fffe527d8,3,6.25,0.4,Yes,Yes,Yes,a34caaa1-54f6-4c53-a1f3-6b4b1642ebdf,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
46,dd53bea2-464c-4117-b4db-303da0c5b69b,4,1.5,0.15,Yes,Yes,Yes,a34caaa1-54f6-4c53-a1f3-6b4b1642ebdf,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
47,998e3408-b608-416c-bec5-76a55a0d88fa,1,2.75,0.15,No,No,No,99fc6092-6296-4df3-b050-ca45c1fafccd,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
48,d10727ba-0943-4e5b-bd70-2dbbb4b743bc,1,4,0.17,Yes,Yes,Yes,6801e8da-5707-4b03-ac1f-12e4e10b1489,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
49,817910c8-aaf4-46c6-9250-1bab75e59a1a,1,2,0.15,Yes,Yes,Yes,f7b38624-2d5b-4cd5-b886-de82ab0b3ee4,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
50,24606551-3546-4567-a3dd-68fb9c486dd5,1,3.25,0.17,No,No,Yes,8d0e7c9b-1786-404b-8014-d9d2c56c9fcb,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
51,e7c4b3e2-7767-4299-8030-7a038051047a,2,5,0.3,No,No,No,8d0e7c9b-1786-404b-8014-d9d2c56c9fcb,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
52,8a0c7020-1af0-4838-ad52-ec1deefb41f4,1,3,0.2,No,No,No,be685aef-e3ce-4237-90c4-a6566dc80581,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
53,58c7259b-52ab-46d1-a5a5-224b2516c98d,2,2,0.17,Yes,Yes,Yes,be685aef-e3ce-4237-90c4-a6566dc80581,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
54,a1181e03-9719-4d42-8889-4e2f99a1f35e,3,3,0.15,Yes,Yes,Yes,be685aef-e3ce-4237-90c4-a6566dc80581,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
55,3402b29a-7f6e-4305-be88-acb9f9d15cdb,1,1.75,0.15,Yes,Yes,Yes,a59b0e23-0a64-4930-ad36-edf3ab868e99,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
56,91b11927-0f5a-4580-873b-57a44eda47c0,1,5.75,0.33,Yes,No,Yes,77acec0a-55a8-4347-ab12-292636981b82,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
57,cb7689c4-f959-4c9d-b1d3-a1532c521dc6,1,14.46,0.34,Yes,No,Yes,d5c368a0-f209-4a65-828c-6d66ec92c476,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
58,99eadf20-54ce-4b01-9b1e-e4cbcd17d7bf,2,5.1,0.18,Yes,Yes,No,d5c368a0-f209-4a65-828c-6d66ec92c476,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
59,0b34f4e6-dcf3-450d-abf1-04a462c712cd,1,4.8,0.17,No,No,No,bad969f6-60d1-4677-b836-bcc69a76443a,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
60,3d54d16a-e8ea-42e9-a0d1-d7848e5cbc3b,1,2.8,0.23,Yes,No,No,d94bed32-a740-4f98-adb1-86195653bd26,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
61,4854516a-4bfa-4102-8b00-d8db5fa7e551,1,7.9,0.34,Yes,No,Yes,c137746a-b16c-4955-9899-85564729ac49,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
62,18fb2804-d498-4fa9-ba56-ffaf6b55e56e,1,4.4,0.45,Yes,Yes,Yes,9b4b717c-e97d-4205-b9ee-b236a774595b,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
63,72d2f7e8-1a01-40bf-86f2-021ab92556c1,2,2.2,0.35,Yes,Yes,Yes,9b4b717c-e97d-4205-b9ee-b236a774595b,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
64,856f11e1-c839-4952-bb05-148acf6422f9,1,2.5,0.62,Yes,No,Yes,4dea62ee-e8ff-4906-b15e-d3d5d0c2889f,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
65,47f5421b-979d-4556-bb71-3355638f6e38,2,1.9,0.23,No,No,No,4dea62ee-e8ff-4906-b15e-d3d5d0c2889f,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
66,04849327-2bae-43a4-9e62-0062f971e2e6,1,9.5,0.21,No,Yes,Yes,988c6d05-82bb-4674-9d4d-6335f5a2dc62,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
67,ec6605e0-e1a0-482f-93ad-2b1a292ab7ae,1,5.8,0.18,Yes,Yes,No,87075fbd-4918-4afb-bee4-c8469502ef38,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
68,213153c6-9a9b-4e70-b274-9598bde85b3c,1,8.1,0.24,Yes,Yes,Yes,2186301a-06f5-44a5-a1e3-669af19e837e,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
69,3096e162-0eff-4c35-9eb0-61e56d824db7,1,7.2,0.19,Yes,Yes,Yes,fcec34ea-0c17-4330-91b8-ed18caf92df8,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
70,0e862ca7-614b-4253-8a1f-c54a0541de9b,1,5.9,0.21,Yes,Yes,Yes,3c14f6c6-ddb9-4896-b2ea-1e72456deb91,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
71,0b37f43e-86c8-4578-b392-cdfe44f5910c,1,3.6,0.28,Yes,Yes,Yes,5a324d64-49ec-486e-81c8-3e14718f364f,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
72,a463d3dc-5dad-4482-83f4-e3bf6a0386f8,1,3.2,0.22,No,No,No,745c2b32-5c9b-4ffe-b63a-b5b980429102,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
