ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
31,0daf1320-d5f2-43b8-a67a-93c14e77a56d,1,Left_Bank,1.7,0.31,0.2,0.21,4cbdfdf1-a91a-4dd8-8caf-0cc98913eb9f,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
32,cfd0062d-42de-4a68-9e5b-55c0bc0ed1a6,1,Left_Bank,5.5,0.57,0.31,0.3,cf165602-e583-4c3d-9495-d293ac21ee61,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
33,3a599990-de35-4351-8375-972a15f72606,1,Right_Bank,1.7,0.25,0.45,0.43,c2c30e8b-3d52-4114-9f29-de9ceba3a9a0,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
34,ded85f93-ec73-4e23-a309-4f6dea671486,1,Right_Bank,12,0.35,0.54,0.33,7d6cf8f6-c415-40ad-9aa0-8bd14e540078,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
35,31c6a2c9-97c4-442f-a917-174711fe29aa,2,Right_Bank,3.5,0.5,0.31,0.5,7d6cf8f6-c415-40ad-9aa0-8bd14e540078,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
36,a50737dd-ad07-4eaa-9a00-3f35ef97baea,1,Left_Bank,3,0.4,0.27,0.5,cf97df55-4a38-4449-96eb-34c7f5b132de,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
37,fbee2cfe-3019-4b7f-aae4-37d2ec4ea62d,1,Left_Bank,3.8,0.32,0.34,0.51,66a255b1-b907-47b3-9a7b-9ce3f1525082,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
38,e40215af-e34a-43fb-ac71-1451c22fa6d6,1,Right_Bank,3.2,0.44,0.4,0.52,fd28980e-2c88-4b95-9113-25a1a8fdb14e,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
39,01d56c44-0f7c-4841-a464-e61e33acc536,2,Right_Bank,3.38,0.42,0.6,0.38,fd28980e-2c88-4b95-9113-25a1a8fdb14e,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
40,6c8b6b05-bfe9-4b00-83e2-6ae43ddf5e6f,1,Left_Bank,2.5,0.33,0.3,0.24,72ffde9b-e0b4-43af-a01b-7368e44a80e4,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
41,6645e2e9-6a94-47c3-870f-4955436245ed,1,Right_Bank,5.4,0.64,1.02,0.36,01ba51eb-86ca-4954-9058-22ecf5b2510d,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
42,d3092b38-0814-4429-be77-00eb08029032,1,Left_Bank,2.1,0.26,0.38,0.31,ab3b3de3-350d-4c88-97a6-45f7affbb509,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
43,bdc08fe6-0fa2-43ed-ad5b-0d30f96647d2,1,Right_Bank,4.2,0.64,0.4,0.32,1a67c633-f87f-4572-9c4a-9c12f26bc564,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
