ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
18,7ba461ca-75e7-4ebc-a8a8-84f744c7b06a,Rapid+,18,1,0.26,,10,,20,,70,20,50,30,,,,,,,,,,,,,0.31,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
19,2c920195-55b2-4441-b207-c115df656c13,Riffle,19,1,0.29,,10,,10,,80,,,,,0.06,0.06,154,109,3,109,38.5,154,19.3,27.3,38.5,0.29,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
20,a4b33537-102d-498a-bd1f-67ad4cafedf9,Pool,20,1,0.25,,30,,10,,60,30,60,10,,,,,,,,,,,,,0.36,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
21,c225c686-ae1d-4748-b0c5-a5eb7cc60af2,Rapid+,21,1,0.32,,10,,10,,80,20,60,20,,,,,,,,,,,,,0.36,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
22,715e005a-0a68-4a4b-9075-7d7dcbfaee68,Pool,22,1,0.2,,10,,80,,20,50,50,,,,,,,,,,,,,,0.8,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
23,62647abb-5098-4053-9c1f-e7f4a36e6c96,Pool,23,1,0.19,,,,,,100,60,30,10,,,,,,,,,,,,,0.56,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
24,2d1efe93-32d9-41ea-b708-48620eeae17a,Riffle,24,1,0.18,,,,20,,80,,,,,0.06,38.5,154,309,309,19.3,218,109,54.5,77,154,0.2,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
25,f3b4531a-33cd-43db-963e-af022742eb00,Pool,25,1,0.15,,,,10,,90,40,40,20,,,,,,,,,,,,,0.43,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
26,5a3fd420-e0f3-4d4b-8bc8-9f17de9d43b8,Pool,26,1,0.27,,,,30,,70,30,50,20,,,,,,,,,,,,,0.43,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
27,0ab6dc57-1e1b-4108-b66c-752212e19037,Pool,27,1,0.27,,80,,80,,20,20,60,20,,,,,,,,,,,,,0.41,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
28,3d9e575e-e7ad-4d07-875e-f4dfbac9642e,Rapid+,28,1,0.18,,10,,30,,60,30,40,20,10,,,,,,,,,,,,0.36,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
29,9d71279f-3aca-46c4-bab7-6ad1cc1a550c,SSC,29,2,0.02,,,,20,,80,20,80,,,,,,,,,,,,,,0.1,1.36,1,1.33,1.02,0.91,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
30,7abc0cb8-000d-461e-8dca-6e47bd903bec,Pool,30,1,0.17,,,,20,20,70,60,40,,,,,,,,,,,,,,0.46,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
31,e4cc9650-93b2-4c44-b5c1-edc31cb2cfe4,Pool,31,1,0.22,,10,,40,,50,50,50,,,,,,,,,,,,,,0.42,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
32,603bb4f9-e93a-4a22-9ef0-21c85b579002,Riffle,32,1,0.29,,,,10,,90,,,,,0.06,27.3,27.3,38.5,54.5,54.5,109,27.3,77,77,54.5,0.33,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
33,09c0215c-98ba-4c9c-97c8-22a579aed53a,Pool,33,1,0.28,,,,10,,90,40,50,10,,,,,,,,,,,,,0.46,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
34,ec5c67f6-3b10-4fe7-929d-47307365adb5,Rapid+,34,1,0.2,,,,20,,80,30,50,20,,,,,,,,,,,,,0.3,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
35,4f868a0e-5da6-4e4e-96a2-b098a5341a7e,Pool,35,1,0.16,,10,,,,90,40,50,10,,,,,,,,,,,,,0.58,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
36,a25076b8-271d-4d20-bbee-60446b953c17,Pool,36,1,0.33,,10,,,,90,40,40,20,,,,,,,,,,,,,0.46,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
37,8cc52065-c3b9-4a66-bfa0-06819aec837c,Rapid+,37,1,0.18,,,,20,,80,30,50,20,,,,,,,,,,,,,0.36,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
38,9bbed64c-b811-4adc-b525-5029c44980f7,Pool,38,1,0.18,,,,90,,10,80,20,,,,,,,,,,,,,,0.6,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
39,f0953365-b1a9-4f1f-917d-94c1ea734462,Rapid+,39,1,0.22,,,,30,,70,20,60,20,,,,,,,,,,,,,0.99,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
40,8e82ec7b-b07e-448f-9e13-f82a51f06872,Pool,40,1,0.25,,,,20,,80,40,60,,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
41,1a2e556c-6d6e-4112-8ceb-433ccb234f05,Pool,41,1,0.35,,,,,,100,50,50,,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
42,dca426de-3407-441d-9e95-751fe85cfeb4,Pool,42,1,0.35,,,,40,,60,70,30,,,,,,,,,,,,,,0.45,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
43,f859671e-0389-47cf-ae52-529469cd5379,Riffle,43,1,0.26,,,,,,100,,,,,9.65,1.03,27.3,38.5,19.3,9.65,77,19.3,19.3,13.65,19.3,0.33,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
44,ffaae270-8ed5-4d3c-b450-1ca55ad19e65,Run,44,1,0.27,,,,30,,70,80,20,,,,,,,,,,,,,,0.43,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
45,e842c6a4-e849-48f9-8986-4951c4775fc3,Riffle,45,1,0.38,,,,40,,60,,,,,0.06,0.06,1.03,3,77,13.65,54.5,19.3,19.3,4.85,0.06,0.35,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
46,544edef5-d959-45c9-8396-7b608bc27ee7,Pool,46,1,0.19,,,,40,,60,50,50,,,,,,,,,,,,,,0.32,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
47,03489e68-dc00-4484-824d-1ece1dafb81d,Pool,47,1,0.18,,20,,40,,50,50,50,,,,,,,,,,,,,,0.47,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
48,64c3a13f-f036-45f4-8c66-40dca33be83b,Pool,48,1,0.28,,10,,30,,60,60,40,,,,,,,,,,,,,,0.55,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
49,da4ade13-03e2-482d-81ae-79471b4347ea,Riffle,49,1,0.2,,,,10,,90,,,,,19.3,1.03,4.85,13.65,27.3,54.5,54.5,19.3,19.3,13.65,6.85,0.28,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
50,fe6283e6-b384-4728-8d79-85c2b9444450,Pool,50,1,0.22,,,,10,,90,50,30,20,,,,,,,,,,,,,0.38,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
51,15185a5b-15a5-4d9f-ba56-27da92bb7f97,Rapid+,51,1,0.19,,10,,20,,70,,50,50,,,,,,,,,,,,,0.28,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
52,a31ed7c1-dbcf-4a68-818f-d40063b15ae3,Pool,52,1,0.18,,10,,,10,90,40,50,10,,,,,,,,,,,,,0.38,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
53,17202fc9-7d1c-473b-8a28-c901c483ae3e,Riffle,53,1,0.2,,10,,,,90,30,50,20,,,,,,,,,,,,,0.25,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
54,4407de0e-f012-479a-842e-09f1b19ab89a,Pool,54,1,0.18,,,,20,,80,50,30,10,10,,,,,,,,,,,,0.3,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
55,7b896bc4-e2ee-4936-83dc-72bb7068d078,Riffle,55,1,0.25,,,,10,,90,50,40,10,,,,,,,,,,,,,0.35,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
56,528cdbf2-71ad-4a77-aca5-11150ad38943,Rapid+,56,1,0.27,,,,,,100,,,,,,,,,,,,,,,,0.51,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
57,993c3eb9-dc3c-4c5d-8e97-e60356eb8991,Pool,57,1,0.18,,,,30,,70,50,50,,,,,,,,,,,,,,0.4,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
58,ab8e5906-f6c6-4b86-9f40-e804b63a80af,Riffle,58,1,0.25,,10,,40,,60,30,70,,,,,,,,,,,,,,0.45,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
59,c74bc56b-a33d-420d-8610-e2530079383a,Pool,59,1,0.22,,,,10,,90,50,50,,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
60,c1571682-2457-462f-b7ff-5be6b8f8a465,Pool,60,1,0.18,,,,30,,70,50,50,,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
61,e5dbec4a-251f-46ca-84c6-a43e9e6ebf86,Riffle,61,1,0.15,,,,,,100,40,50,10,,,,,,,,,,,,,0.36,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
62,1c3a90ae-d730-4899-b9f1-488aae8d06b2,Pool,62,1,0.2,,,,10,,90,50,30,20,,,,,,,,,,,,,0.41,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
63,47fbab32-88e2-4a40-9e67-06be80a1d799,Rapid+,63,1,0.28,,,,20,,80,50,30,10,10,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
64,b3909a06-d5c9-4b0e-9bd2-5435cc081a2d,Riffle,64,3,0.2,,,,30,,70,50,20,30,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
65,a82122b7-3f89-4381-b861-59284af1d8b8,Pool,65,1,0.25,,10,,10,,90,20,50,30,,,,,,,,,,,,,0.37,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
66,5bde5890-d8be-4494-b172-61778a3c8539,Rapid+,66,1,0.2,,20,,20,,60,40,40,20,,,,,,,,,,,,,0.4,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
67,8ba25a3a-92ee-40a2-ac13-cd678d87428d,Riffle,67,1,0.19,,30,,20,,70,40,30,20,10,,,,,,,,,,,,0.32,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
68,68be2327-692c-4bac-801c-bf00ef84a17a,Rapid+,68,1,0.28,Jam of massive logs and wood,30,,60,,30,50,20,30,,,,,,,,,,,,,0.35,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
69,f5bc8631-30f5-4d70-a3a6-440bff4819e1,Pool,69,1,0.18,,,,,,100,50,30,20,,,,,,,,,,,,,0.31,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
70,b8faf3d9-69c5-4c6c-b16f-a54b04ec14cc,Pool,70,1,0.2,,,,,,100,50,30,20,,,,,,,,,,,,,0.43,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
71,36b1c032-6413-4148-b608-9f748db2faf5,Rapid+,71,1,0.27,,,,,,100,30,60,10,20,,,,,,,,,,,,0.33,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
72,232d9e7c-df0f-4766-8540-b9eabd0f6bfb,SSC,72,4,0.2,No measurement due to brush and wood,90,,90,,10,20,40,20,20,,,,,,,,,,,,0.2,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
73,1dbea6c4-24e4-47b3-9a68-30db13015eb7,Riffle,73,1,0.2,,,,10,,90,30,70,,,,,,,,,,,,,,0.25,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
74,8beb368e-693a-4d43-9883-43c026f8f566,Pool,74,1,0.16,,,,,,100,60,40,,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
75,dbe15747-53c1-454d-947e-0aa50901f4aa,Rapid+,75,1,0.2,,,,,,100,20,60,20,,,,,,,,,,,,,0.26,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
76,e786ace9-6e9c-407b-9dab-e9b1ff8f2430,Pool,76,1,0.19,,,,50,,50,30,50,20,,,,,,,,,,,,,0.35,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
77,7e071907-bf52-4b81-b421-463722ea3462,Riffle,77,1,0.18,,,,,,100,20,40,40,,,,,,,,,,,,,0.2,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
78,5623785c-19ba-43f2-b7eb-e73d80318826,Rapid+,78,1,0.2,,,20,10,,80,20,50,20,10,,,,,,,,,,,,0.33,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
79,de3d3afe-f2f2-4f1e-85fb-b7e396a4fe6a,Riffle,79,1,0.22,,,,,,100,20,20,30,10,,,,,,,,,,,,0.25,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
80,6ca2a343-6fcd-41c1-8a0b-2ed6f39f41d4,Rapid+,80,1,0.27,,30,,30,,60,30,20,40,10,,,,,,,,,,,,0.25,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
81,e213d216-0f95-456c-b6dc-56b72073262b,Riffle,81,1,0.16,,10,,,,90,20,30,50,,,,,,,,,,,,,0.2,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
82,cd3390ac-fe41-4bf8-9364-4944b0ce0868,Rapid+,82,1,0.2,,20,,,,80,20,30,40,10,,,,,,,,,,,,0.43,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
83,2756680f-89a0-4aeb-bafc-96044b1bed99,Riffle,83,1,0.18,,10,,20,,80,10,30,50,10,,,,,,,,,,,,0.3,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
84,be0c9167-d700-43a6-b63b-798907b84ff9,Run,84,1,0.16,,,,,30,70,40,20,30,10,,,,,,,,,,,,0.35,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
85,5a64ee76-f0b4-4f39-9f2e-3d6890ada48b,Rapid+,85,1,0.33,,10,,20,10,80,30,40,20,10,,,,,,,,,,,,0.33,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
86,36e6e6d5-de36-49ab-baea-52686eca3681,Riffle,86,1,0.16,,10,10,10,,70,30,30,30,10,,,,,,,,,,,,0.36,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
87,52403342-ae6f-46f0-8ee7-d9482f8fbc63,Pool,87,1,0.2,,20,,30,,50,30,40,30,,,,,,,,,,,,,0.38,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
88,00bff32f-d79b-4712-96a7-f408e0cd70c7,Rapid+,88,1,0.26,,20,,30,,50,20,30,50,,,,,,,,,,,,,0.26,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
89,2daa543f-ccea-4aa6-b08a-08b8fbcb4547,Pool,89,1,0.2,,40,,20,,50,60,30,10,,,,,,,,,,,,,0.5,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
90,2ba6029f-6261-41cf-9ab5-3c5ed10f5368,Rapid+,90,1,0.18,,,,60,,40,40,30,30,,,,,,,,,,,,,0.26,,,,,,69bf44d5-742a-421c-845a-a9521937ebe7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
