ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
34,e8e6ccc5-c686-44e2-a3fa-ed24c6d4705b,1,6.5,.32,No,No,No,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
35,8bc5ae0a-50f5-4dd6-a608-18a8a91abb24,2,6.2,.35,Yes,No,No,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
36,1e1d185d-01f8-4cf9-a45e-7685c42a07da,3,18,.51,Yes,No,Yes,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
37,98f7db71-1a5e-4dd7-a9f2-70bf57e8dfc9,4,1.8,.22,Yes,No,Yes,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
38,41a4df28-65bc-477b-b744-2c9fe5af6ad9,5,12,.34,Yes,No,No,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
39,36d001b1-ab44-4eaa-9660-fe395319840e,6,2.8,.18,Yes,No,No,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
40,74c7d1f2-235b-4e7c-97b6-f1d1850b7900,7,4.3,.26,Yes,No,No,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
41,69b5ad6e-892d-4154-9630-c3b5e62dcc41,1,6.5,.48,Yes,No,Yes,7fbe4f7b-0c5e-49f0-be15-12cee38459fa,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
42,93aa5f63-3557-43a6-b0e1-c1985e41731f,2,1.5,.3,No,No,Yes,7fbe4f7b-0c5e-49f0-be15-12cee38459fa,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
43,e437cea7-06fd-4a7c-8292-67d6a34a5319,3,1.65,.3,No,No,No,7fbe4f7b-0c5e-49f0-be15-12cee38459fa,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
44,9e188df5-ea27-403c-93a5-d3e21a77c712,4,5,.46,No,No,Yes,7fbe4f7b-0c5e-49f0-be15-12cee38459fa,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
45,aaff00bc-7f55-4620-9584-e917b0e270cf,5,4.5,.55,No,No,No,7fbe4f7b-0c5e-49f0-be15-12cee38459fa,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
46,2cc5c28e-881e-4edf-903b-1470adb270fd,1,4,.16,Yes,Yes,Yes,47e0aed4-db60-4600-ae3a-b6bd0b7cc0db,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
47,baba6c85-e3b1-43ec-88d3-81ee631399dd,2,3.7,.32,Yes,No,No,47e0aed4-db60-4600-ae3a-b6bd0b7cc0db,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
48,ae0acc5d-4598-411f-abea-08eea7964465,1,12,.26,Yes,No,No,20ac98e9-6133-4e98-880a-fcbe512ab4f1,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
49,b41ce455-f807-4829-9f24-43fae881709d,1,3,.4,Yes,Yes,Yes,d6fddfb9-90ff-4713-b89e-1e06fb2c5f21,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
50,b8a91dad-3256-4558-b382-0763722b8cf2,2,2.5,.38,Yes,Yes,Yes,d6fddfb9-90ff-4713-b89e-1e06fb2c5f21,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
51,065b01ac-4dde-41b4-89a8-557dedae3446,3,6,.27,Yes,No,No,d6fddfb9-90ff-4713-b89e-1e06fb2c5f21,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
52,069d45dd-8281-4831-9437-62a64678d9d7,4,6,.23,Yes,No,Yes,d6fddfb9-90ff-4713-b89e-1e06fb2c5f21,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
53,bee07f77-a67c-4c03-b62c-a0a837497820,1,7,.42,Yes,No,No,2a620dfa-07eb-4b74-b7d0-0229cba2deb8,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
54,f33c387a-1378-4e36-b2a2-cb4bc18e526f,2,4.5,.3,No,No,No,2a620dfa-07eb-4b74-b7d0-0229cba2deb8,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
55,2e6fa2e3-91e6-41f7-9a78-d23c16ec3e33,1,3,.3,Yes,No,No,1130f6aa-0581-4acc-83b7-2a49e6a1d85c,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
56,e9a6b0f5-109d-4d5e-a4b2-70d547e6906f,1,5,.24,No,No,No,07932f50-ca06-4cad-919e-47a2a2c7006c,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
57,544956c9-80fd-440f-b2f3-7dfca0ee8c1c,1,9,.3,Yes,No,Yes,518a697c-c50a-4d87-9670-f9ccfd616a4b,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
58,9419c649-7159-4866-9741-31f2661f5dac,2,9,.18,No,No,Yes,518a697c-c50a-4d87-9670-f9ccfd616a4b,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
59,8373867f-7522-4612-828b-c45676f81c28,1,4,.45,No,No,No,9e238d4f-ec1c-455e-9e05-25910307f632,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
60,ec9b1c8a-229a-43ac-8c45-f425a1b10e9e,1,1.6,.36,Yes,No,No,d9a6e7c2-94e6-485c-a7c7-a2795a6e86d9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
61,edeb2142-77be-45a2-96fa-cd0e9ee2406d,2,10,.78,No,No,No,d9a6e7c2-94e6-485c-a7c7-a2795a6e86d9,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
62,38463905-8ecb-45ec-8de3-6191987966fe,1,1.7,.2,Yes,No,Yes,d1dcde33-9e26-48ec-a032-6a01e783b802,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
63,2365afdc-554b-4548-ba73-56ba7d9db09a,2,4,.4,No,No,Yes,d1dcde33-9e26-48ec-a032-6a01e783b802,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
64,49b3816e-61a7-4f9d-a462-763e056cd664,1,10,.5,No,No,Yes,56f08c50-e740-4f1e-ab7f-1f630a622fad,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
65,3891cf86-2cf7-47d3-bfab-b4148a4861cd,2,8,.6,No,No,Yes,56f08c50-e740-4f1e-ab7f-1f630a622fad,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
66,18d4a376-ad15-49b6-ad4f-b7048cd3c323,1,2.4,.33,Yes,No,Yes,7e1bd810-74ba-41bc-a8a3-ce575ed52b3a,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
67,6fd66844-f703-46c7-b3ba-840d4f646c02,2,15,.2,Yes,No,No,7e1bd810-74ba-41bc-a8a3-ce575ed52b3a,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
68,0caf7510-c721-456e-997e-4f8e5c3f02ce,1,6,.34,No,No,No,23f72ae2-cda6-49f3-8469-e23f85da4415,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
69,84bc5ac9-59c2-46a5-829a-37192606cf0e,2,9,.44,Yes,No,No,23f72ae2-cda6-49f3-8469-e23f85da4415,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
70,41deab38-1c7b-4aff-b893-9e28e179bc63,3,6,.24,No,No,Yes,23f72ae2-cda6-49f3-8469-e23f85da4415,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
71,183cec4c-8982-412f-ac97-106877dbe443,1,1.6,.24,Yes,No,,2448565e-58f8-4abc-8a48-63cd378a1219,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
72,9e4b1375-c0f2-4dc8-9c31-1d5dbe35d417,2,1.65,.3,No,No,Yes,2448565e-58f8-4abc-8a48-63cd378a1219,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
73,98ad40d3-be54-40ae-bbbf-2e95091bb41f,1,8,.78,Yes,Yes,No,85d4459e-b984-456a-ae3d-3f27729b0c46,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
74,2969d2b2-f6f1-467d-b3ed-6d93337f0557,1,4,.28,No,Yes,No,4cbc2fc8-8d45-42e4-8610-b990d0cbb98a,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
75,d746600e-5b21-4773-9d49-fdab72f801cb,1,3,.2,Yes,No,Yes,2a2656a0-404e-4e8b-a2e7-63e5a7939496,9/9/2019 10:23:36 PM,richie@qcinc.org,9/9/2019 10:23:36 PM,richie@qcinc.org
