ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
12,644a315a-dde3-4507-9ee4-bd0169899859,Pool,12,1,0.36,,20,,10,,80,40,20,20,20,,,,,,,,,,,,0.72,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
13,d3b89088-bbf2-45cd-81bf-aae7ec761ab9,Riffle,13,1,0.3,Redd present ,30,,10,,70,,,,,9.65,38.5,77,154,437,309,437,54.5,218,437,38.5,0.54,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
14,e9a0aaee-c8b0-4e5a-a1af-bcb2c7a385b3,Pool,14,1,0.37,,10,,10,,90,40,30,20,10,,,,,,,,,,,,0.59,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
15,78e6913e-3d0a-4a94-ae74-0444445849cb,Riffle,15,1,0.34,,,,20,,80,,,,,38.5,54.5,154,54.5,309,218,154,38.5,437,218,77,0.7,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
16,389c2c80-540d-417f-8500-3632589caa99,Pool,16,1,0.33,,,,10,,90,20,30,30,20,,,,,,,,,,,,0.65,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
17,d2483d5d-8682-4db4-a703-5526ac32e7c3,Riffle,17,1,0.43,,20,,20,,70,,,,,0.06,27.3,13.65,54.5,38.5,618,309,154,309,218,13.65,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
18,a7da354e-7336-41a4-a939-227ca081331a,Run,18,1,0.47,,10,,10,,90,10,10,40,40,,,,,,,,,,,,0.61,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
19,9a109968-2991-4eb8-85b9-cf8b0b1e21c4,Riffle,19,1,0.37,,10,,10,,90,,,,,1.03,38.5,437,309,437,309,154,218,154,309,54.5,0.42,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
20,c6085dd1-79a4-4a54-a1c0-0b1e049f7198,Pool,20,1,0.36,,20,,20,,80,20,20,30,30,,,,,,,,,,,,0.79,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
21,aa7242df-7cec-48bb-a07d-4131ece0ca1f,Riffle,21,1,0.27,,20,,20,,80,,,,,1.03,54.5,1.03,9.65,77,437,218,218,154,77,218,0.57,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
22,12f3fd56-f74d-4525-9abb-3dff0a08ba11,Run,22,1,0.35,,10,,10,,90,20,30,30,20,,,,,,,,,,,,0.44,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
23,ccdcb363-c37a-4e8a-ae71-a7ca03b450a9,Riffle,23,1,0.36,,10,,10,,90,20,30,30,20,,,,,,,,,,,,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
24,ac1868ba-495e-499b-9782-8f45b23bea44,Run,24,1,0.37,,10,,10,,80,20,30,30,20,,,,,,,,,,,,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
25,5c6dc7d1-ce67-4eb6-95b9-83f0dba316a7,Riffle,25,1,0.33,,,,10,,90,20,30,30,20,,,,,,,,,,,,0.45,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
26,5382e7a0-279e-4494-b903-74088c3b9862,Pool,26,1,0.36,,,,,,100,30,40,20,10,,,,,,,,,,,,0.65,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
27,7fbe4f7b-0c5e-49f0-be15-12cee38459fa,Riffle,27,1,0.28,,10,,10,,90,30,40,20,10,,,,,,,,,,,,0.52,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
28,d3d4ab1f-c9e8-4876-b3fd-08efc02e219b,Pool,28,1,0.37,,,,20,,80,30,20,20,30,,,,,,,,,,,,1.12,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
29,9e4e45f9-3d49-4a3c-be18-2504721b46d6,Riffle,29,1,0.29,,,,,,100,20,30,40,10,,,,,,,,,,,,0.42,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
30,47e0aed4-db60-4600-ae3a-b6bd0b7cc0db,Pool,30,1,0.18,Redd,10,,,,90,60,30,10,,,,,,,,,,,,,0.61,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
31,c9a07fcc-cee3-42fc-8baa-bc89d3d45554,Riffle,31,1,0.35,Redd,,,,,100,40,20,30,10,,,,,,,,,,,,0.56,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
32,1f48faa9-4419-49a4-b878-ea51ea964b39,Pool,32,1,0.47,,20,,20,,80,30,30,40,,,,,,,,,,,,,0.64,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
33,de9dbab9-dcd8-4370-8df6-e4ea0d31e1b0,Run,33,1,0.35,Redd ,,,,,100,50,30,20,,,,,,,,,,,,,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
34,7d074592-7117-4f9c-8426-d280aa463fbd,Pool,34,1,0.26,,,,30,,70,60,10,20,10,,,,,,,,,,,,1,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
35,20ac98e9-6133-4e98-880a-fcbe512ab4f1,Pool,35,1,0.39,,,,40,,60,40,30,20,10,,,,,,,,,,,,0.62,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
36,be10ff57-0af2-47e6-94ab-e51160e54b93,Riffle,36,1,0.26,,,,,,100,30,30,30,10,,,,,,,,,,,,0.33,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
37,0b0062fd-4372-4b13-8ead-22411f07e493,Pool,37,1,0.36,,,,,,100,30,40,20,10,,,,,,,,,,,,0.52,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
38,d6fddfb9-90ff-4713-b89e-1e06fb2c5f21,Pool,38,1,0.32,,20,,20,,50,40,30,20,10,,,,,,,,,,,,1,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
39,2a620dfa-07eb-4b74-b7d0-0229cba2deb8,Riffle,39,1,0.18,,,,,,100,20,30,40,10,,,,,,,,,,,,0.25,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
40,5ac3575b-0bd4-4b1a-94a5-bc1d99563122,SSC,40,4,0.16,,20,,50,,50,80,10,10,,,,,,,,,,,,,0.4,2.13,3.42,2.08,3.3,4.32,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
41,1130f6aa-0581-4acc-83b7-2a49e6a1d85c,Pool,41,1,0.28,,30,,20,,70,40,40,20,,,,,,,,,,,,,0.81,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
42,7206c662-5d5d-4d23-b69c-ad4a11800c0f,Run,42,1,0.22,,10,10,,,90,30,40,30,,,,,,,,,,,,,0.52,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
43,2ca80875-44dd-4d6d-8274-2c9da10d15fe,Riffle,43,1,0.28,,,,10,,90,30,30,30,10,,,,,,,,,,,,0.45,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
44,07932f50-ca06-4cad-919e-47a2a2c7006c,Run,44,1,0.29,,10,,,,90,30,30,30,10,,,,,,,,,,,,0.56,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
45,99f24182-386f-4096-b201-5e7e03fcc7d7,Riffle,45,1,0.35,,,,10,,90,30,30,30,10,,,,,,,,,,,,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
46,8913b06b-c78b-4b03-8a5e-5f4b16ff51fb,Pool,46,1,0.42,Bridge/ concrete ,,,,10,90,20,30,30,20,,,,,,,,,,,,0.67,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
47,518a697c-c50a-4d87-9670-f9ccfd616a4b,Pool,47,1,0.46,,,,20,,80,30,30,20,20,,,,,,,,,,,,0.98,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
48,2ac10e02-0927-4e92-996f-fc3f8227a9b0,Riffle,48,1,0.38,,,,,,100,20,40,20,20,,,,,,,,,,,,0.41,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
49,1138c79e-8549-488d-8872-424fd0da04dd,Pool,49,1,0.36,"Jam borders 49,50,52",10,,20,,80,40,20,20,20,,,,,,,,,,,,0.7,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
50,526b6ca1-6cc4-4a34-a0f8-a74e5ffed518,Riffle,50,1,0.25,,10,,,,90,20,40,10,30,,,,,,,,,,,,0.45,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
51,e8500c02-483f-4733-8848-bf4eab81f8d7,Rapid+,51,1,0.29,,,,,,100,,20,30,50,,,,,,,,,,,,0.42,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
52,55829b74-1a16-432e-a089-13b42674545d,Riffle,52,1,0.1,,,80,20,,10,20,20,20,40,,,,,,,,,,,,0.18,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
53,9ed3b80d-fb2c-4c9f-878f-cdb0b0e28fcb,Run,53,1,0.2,,,10,10,,80,10,30,30,30,,,,,,,,,,,,0.45,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
54,0423df9c-e66b-45d3-a03b-c3626aee6e31,Riffle,54,1,0.12,,,,,,100,20,30,30,20,,,,,,,,,,,,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
55,9e238d4f-ec1c-455e-9e05-25910307f632,Pool,55,1,0.48,,,,,,100,20,30,30,20,,,,,,,,,,,,0.65,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
56,dc951a94-9bb2-4d5f-be77-c27ef94e174e,Pool,56,1,0.26,Redd x3,40,,30,,60,20,30,20,30,,,,,,,,,,,,0.93,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
57,d9a6e7c2-94e6-485c-a7c7-a2795a6e86d9,Pool,57,1,0.37,,,,10,,90,20,20,40,20,,,,,,,,,,,,0.69,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
58,40d85158-878b-467e-ab03-f0a3f0524d3e,Pool,58,1,0.28,,30,,30,,70,20,30,30,20,,,,,,,,,,,,0.52,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
59,d1dcde33-9e26-48ec-a032-6a01e783b802,Riffle,59,1,0.25,,10,,10,,90,20,40,30,10,,,,,,,,,,,,0.43,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
60,29fee3a7-26db-4384-af31-ece2d44a5e51,Pool,60,1,0.38,,10,,,,90,20,20,20,40,,,,,,,,,,,,0.88,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
61,9efbe951-862c-4d78-a86e-d5089d9cd7f4,Riffle,61,1,0.38,,30,,30,,70,20,30,30,20,,,,,,,,,,,,0.5,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
62,66de5510-d66d-4320-84ef-d6df8782661c,OCA,62,1,0.04,,,30,,,70,80,,10,10,,,,,,,,,,,,0.1,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
63,4d734399-d0a5-4448-9be3-e55fdfb13184,Run,63,1,0.48,,10,,10,,90,20,40,30,10,,,,,,,,,,,,0.59,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
64,62eae36b-50ea-4db9-8297-41c7305c474d,Riffle,64,1,0.31,,,,40,,60,30,40,20,10,,,,,,,,,,,,0.56,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
65,56f08c50-e740-4f1e-ab7f-1f630a622fad,OCA,65,1,0.22,,,,,,100,10,80,10,,,,,,,,,,,,,0.22,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
66,03c8e38c-ba93-4258-8e00-9b975b8d5bbe,Pool,66,1,0.22,,,,,,100,20,50,10,20,,,,,,,,,,,,0.33,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
67,c9a435e3-c8ac-490b-a56f-bf8ac2b1efa1,Riffle,67,1,0.2,,,,,,100,10,80,10,,,,,,,,,,,,,0.2,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
68,7e1bd810-74ba-41bc-a8a3-ce575ed52b3a,Run,68,1,0.2,Plastic sheeting for diversion creating cover.,,,,10,90,50,50,,,,,,,,,,,,,,0.28,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
69,23f72ae2-cda6-49f3-8469-e23f85da4415,Riffle,69,1,0.22,,,,10,,90,30,70,,,,,,,,,,,,,,0.23,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
70,45053a53-95c8-4bc2-b16c-6ab053e5a039,Pool,70,1,0.18,Plastic and wire fence panels in water/artificial cover.,10,,10,20,70,40,40,10,10,,,,,,,,,,,,0.71,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
71,ab62bd84-09ae-4d1e-bf9d-8b5f350d9315,Riffle,71,1,0.3,,20,,10,,80,20,30,30,20,,,,,,,,,,,,0.47,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
72,6b2e7452-2e72-41dd-bfac-5158d424bb44,Pool,72,1,0.32,,,,10,,90,50,20,20,10,,,,,,,,,,,,0.66,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
73,d4ded102-9e69-47a0-9cea-281ccab47f53,Riffle,73,1,0.18,,,,,,100,30,30,30,10,,,,,,,,,,,,0.49,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
74,1451b461-0039-4efb-b93b-12fb9b7bdbcb,Pool,74,1,0.49,Stock panels,,,,10,90,30,20,30,20,,,,,,,,,,,,0.55,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
75,32d03f89-404a-4128-9e29-7842feb36563,Pool,75,1,0.41,,10,,10,,80,20,30,30,20,,,,,,,,,,,,0.69,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
76,f19ba05b-3c42-4548-b796-b7ab8ddcc2f1,Riffle,76,1,0.38,Undercut 76 through half of 77,,,10,,90,20,30,30,20,,,,,,,,,,,,0.42,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
77,5ff1a70f-3f0d-4c75-a0e7-451f8bfe250d,Pool,77,1,0.38,,10,,,,90,30,30,30,10,,,,,,,,,,,,0.59,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
78,89b989b4-95af-4aae-84f1-aba5ba6983b3,Pool,78,1,0.36,,50,,50,,50,50,30,20,,,,,,,,,,,,,0.56,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
79,91fdbd72-95d1-4ac8-b34d-dc9a8730593b,Pool,79,1,0.23,Redd. Didn’t measure undercut due to fish and redd locations. Jam on 79 and 83 confluence.,,,20,,80,20,30,30,20,,,,,,,,,,,,0.67,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
80,857434b3-cbdf-4bae-8ea9-fd70869c47e0,Riffle,80,5,0.1,,10,,10,,90,20,50,30,,,,,,,,,,,,,0.22,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
81,300e2e64-2b96-44f8-8747-8a72e66d0433,Pool,81,5,0.18,,30,,10,,60,30,40,30,,,,,,,,,,,,,0.59,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
82,349b54e7-0a74-428f-9f69-25cff5b40e5b,Riffle,82,5,0.1,,,,10,,90,30,40,20,10,,,,,,,,,,,,0.27,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
83,bc93b76a-c4e8-497f-a06d-814badf734f6,Pool,83,5,0.18,Shared jam,,,30,,70,30,50,20,,,,,,,,,,,,,0.74,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
84,2448565e-58f8-4abc-8a48-63cd378a1219,Pool,84,1,0.31,GRTS 029103 BOS,,,20,,80,30,50,20,,,,,,,,,,,,,0.73,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
85,63092001-96ab-4bcc-8486-cd13f0a01d24,Riffle,85,1,0.32,,10,,,,90,30,40,20,10,,,,,,,,,,,,0.41,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
86,51ab7e99-19e2-40ac-af63-a7b5e5331a0a,Pool,86,1,0.33,,20,,20,,80,30,40,20,10,,,,,,,,,,,,0.57,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
87,573b2c18-e71d-4dc8-bdce-b44c01dcfefd,Run,87,1,0.26,,30,,20,,70,20,40,20,20,,,,,,,,,,,,0.57,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
88,2189581b-9f39-4795-8bf8-4b998e67a054,Pool,88,1,0.36,,,,30,,70,40,30,20,10,,,,,,,,,,,,0.59,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
89,85d4459e-b984-456a-ae3d-3f27729b0c46,Riffle,89,1,0.38,LWD split with 90 pool,20,,10,,70,20,30,30,20,,,,,,,,,,,,0.52,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
90,afe724c5-c365-49e2-8271-d3667f355901,Pool,90,1,0.26,,,,20,,80,30,30,30,10,,,,,,,,,,,,0.55,,,,,,158b6a34-5643-4087-815f-c174214c2bfd,9/9/2019 22:23,richie@qcinc.org,9/9/2019 22:23,richie@qcinc.org
