ObjectID,GlobalID,Channel Unit Type,Off Channel Type,Notes,Width1,Width2,Width3,Width4,Width5,Avg_width,Maximum Pool Depth (m),Channel Segment Number,Channel Unit Number,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
259,af8ede7e-1437-4b0d-86b9-3c7e21193d1f,Off Channel,Ssc,,1.4,2.5,3.1,3.2,3.7,2.78,,13,38,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.858162,44.06890377
268,9462d705-3410-4076-9010-a0449a4f398a,Off Channel,Ssc,,0.4,2.6,5.3,2.4,3.9,2.92,,14,41,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8599009,44.07007235
270,0a033f8c-e66f-4f55-884a-6aeb20b2aec5,Off Channel,Ssc,,0.6,0.8,6.7,4.9,3.2,3.24,,15,43,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8606957,44.07171577
271,101544c2-7244-4ff8-b214-b7c5de4632ec,Off Channel,Ssc,,1.25,1.4,1.2,4.1,3.7,2.33,,16,44,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8611449,44.0719339
274,705f9ee8-550b-4d8d-a7ea-2f231b4b8f5e,Off Channel,Ssc,,0.6,3.5,2.6,6,3.5,3.24,,20,47,,,,,,,,,,,,70,,30,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8615978,44.07177493
278,926da5ba-9c13-4a9b-a663-4e41186ee2a4,Off Channel,Oca,dry,0,0,0,0,0,,0,1,51,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8618463,44.0730092
285,d504c6ea-1f57-4623-b2ec-85892f0d2d65,Off Channel,Ssc,,4.2,4.2,2.8,1.7,5.4,3.66,,17,58,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8657428,44.07695495
290,581c1345-3860-4484-921d-dc1b1f890228,Off Channel,Ssc,disconnected at the bottom,1.5,1.8,2,2.5,0,1.56,,18,62,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8669631,44.07802008
292,a30c4af3-4891-41ae-80ae-3cca624b9855,Off Channel,Oca,,,,,,,,0.51,1,63,,,,,,,,,,,,90,,,10,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8669088,44.07842188
286,6fb755af-ae57-4932-8115-e827cfb804d0,Off Channel,Ssc,,2,2.5,2.6,3.4,3.4,2.78,,19,64,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8656985,44.07839202
243,98726c8d-cf2a-4a8c-ad18-ab326aaccf0f,Off Channel,Ssc,Check number is correct,1.6,1.7,3.6,3.7,3.8,2.88,,9,66,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8549182,44.06424968
230,c211c019-844b-437a-8a13-351e4a48e71e,Pool,,No pool depth,,,,,,,NA,1,4,,,,,,,,,,,,20,30,40,10,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8514909,44.06143
233,e47b95ac-df0b-4576-9d6e-69e02ccf17ee,Pool,,,,,,,,,0.92,5,7,,,,,,,,,,,,20,20,60,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8517599,44.06230155
234,66b6166f-1d71-4265-a4ae-0ce20b0a3ec2,Pool,,,,,,,,,0.58,5,8,,,,,,,,,,,,20,20,60,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8520085,44.06268885
236,0a8f10f0-eaba-4693-9146-0ea1df067766,Pool,,,,,,,,,0.69,6,12,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8530626,44.06336088
241,355d500e-b3e6-4434-8424-eb1212af3fd9,Pool,,,,,,,,,0.8,1,15,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.854483,44.06418358
244,8e4c12aa-9f4b-49f6-8f9d-1955c6669182,Pool,,,,,,,,,0.8,1,17,,,,,,,,,,,,30,40,30,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8552662,44.06506487
248,3bb22883-8f38-4c69-afd0-dbe0e002424c,Pool,,,,,,,,,2.1,1,21,,,,,,,,,,,,10,60,30,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8563619,44.06564098
251,bd5257e3-20d9-4e20-9002-4692ef2faed7,Pool,,,,,,,,,1,1,24,,,,,,,,,,,,40,30,30,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8567304,44.06619617
253,5afb6906-49d7-464f-849e-50c4697fb4b9,Pool,,,,,,,,,1.3,1,26,,,,,,,,,,,,20,20,50,10,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8576167,44.06633663
258,199369d7-dce6-4fe7-a30a-e7b669c873cf,Pool,,No pool depth,,,,,,,NA,1,31,,,,,,,,,,,,20,40,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8580041,44.0686646
262,44e834a7-9596-4c5b-8990-480ffcbf05ef,Pool,,,,,,,,,1.25,1,34,,,,,,,,,,,,10,40,50,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8584317,44.06956765
264,fabe58f0-f3fb-49a5-8569-525963d08b4b,Pool,,,,,,,,,1.5,1,36,,,,,,,,,,,,10,40,50,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8590959,44.06934103
265,73a15155-93cf-437d-8e4e-4534512686d8,Pool,,,,,,,,,1.3,1,37,,,,,,,,,,,,10,30,50,10,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.859931,44.06937148
269,14f02c07-c8ce-482e-b816-5a344502e5b0,Pool,,,,,,,,,1.6,1,42,,,,,,,,,,,,20,20,60,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8603077,44.07159122
273,7ec7ac86-1936-49f3-bb49-3553e15019f1,Pool,,,,,,,,,1.6,1,46,,,,,,,,,,,,10,50,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8614521,44.07171338
276,a5fc0979-7bd0-46a7-94c0-31d26e9ed985,Pool,,,,,,,,,0.94,1,49,,,,,,,,,,,,20,40,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8614534,44.0726517
279,45e55332-e33b-4f17-b329-80bac319667b,Pool,,,,,,,,,1.03,1,52,,,,,,,,,,,,20,30,50,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8629061,44.07373192
281,dd9cf989-e81d-4963-bf09-d43134352061,Pool,,No pool depth,,,,,,,NA,1,54,,,,,,,,,,,,20,40,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8628425,44.07592662
283,17d08880-790f-4f5f-9d26-90fc56818120,Pool,,,,,,,,,1.08,1,56,,,,,,,,,,,,,30,70,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8642069,44.0769896
284,75abe9d2-938d-47b1-8f74-288fa1943d83,Pool,,,,,,,,,1.7,1,57,,,,,,,,,,,,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8653602,44.07691368
288,9a2f0a53-f51d-4ddb-adaa-7be20b2b8418,Pool,,,,,,,,,1.5,1,59,,,,,,,,,,,,20,40,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8662676,44.0772446
289,ca0c2db5-1d61-4ece-9f06-40c15a39fbdc,Pool,,,,,,,,,1.1,1,60,,,,,,,,,,,,,60,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8666746,44.07788835
228,4157886d-171f-4fcf-9935-ae14b2f99bdb,Riffle,,,,,,,,,,1,1,19.3,154,109,38.5,38.5,54.5,109,109,154,54.5,77,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8504919,44.06057302
231,ea53799d-f4a3-41ba-b427-2e351fd7914c,Riffle,,,,,,,,,,1,5,154,109,154,19.3,77,19.3,77,109,77,38.5,109,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8516698,44.06189978
239,33d6c4b7-1b89-45bf-83f3-b1048f7886da,Riffle,,,,,,,,,,5,9,77,77,54.5,109,38.5,77,77,77,77,154,109,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8521629,44.06299723
235,260e811f-b98d-4885-b649-c66cf4b5d0e9,Riffle,,,,,,,,,,6,10,109,77,77,154,38.5,154,27.25,54.5,27.25,27.25,38.5,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8527037,44.06278337
237,50c2f0d4-6d5b-4db2-a34a-191bf618c6c2,Riffle,,,,,,,,,,6,13,19.3,27.25,38.5,109,77,54.5,19.3,1.03,1.03,1.03,0.06,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8530701,44.06350543
242,d6a177ed-2d8e-476b-bb17-d3841d569067,Riffle,,,,,,,,,,1,16,54.5,77,19.3,19.3,19.3,19.3,38.5,54.5,109,27.25,77,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8547564,44.06417607
245,bc055618-744d-49a8-b2dd-0dde1d6f0713,Riffle,,,,,,,,,,1,18,154,77,77,109,77,154,27.25,54.5,54.5,54.5,27.25,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8554876,44.0654235
249,354b0c6c-4994-4bdb-b80d-3d4fd81ce085,Riffle,,,,,,,,,,1,22,3,54.5,3,3,13.65,19.3,27.25,19.3,38.5,54.5,27.25,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8562532,44.0658078
250,8bfeecc3-e04a-4996-a837-ac03e3ed44b7,Riffle,,,,,,,,,,1,23,109,109,109,109,154,154,154,77,77,54.5,54.5,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.856813,44.06589558
252,36173552-390e-4f16-b3a3-68a0aae8ee06,Riffle,,,,,,,,,,1,25,109,109,154,154,218,218,109,77,77,154,109,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8576213,44.0663511
254,2e0da97f-210a-4330-a80d-3be573d6cb70,Riffle,,,,,,,,,,1,27,154,109,109,109,77,109,154,77,109,109,54.5,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8580806,44.06683332
257,d3e9b406-14ae-4eb0-90e0-045f11a8fe7c,Riffle,,,,,,,,,,1,30,109,109,54.5,77,54.5,109,154,154,77,218,77,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8580374,44.06861325
260,0574fea2-18d3-4524-b5b1-43c5ba26c9e5,Riffle,,,,,,,,,,1,32,27.25,38.5,38.5,54.5,54.5,77,77,77,109,109,109,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8579695,44.06900347
267,c5518d91-42cc-4774-9bf1-bda22e71e31a,Riffle,,,,,,,,,,1,40,38.5,54.5,54.5,77,77,77,109,109,154,154,109,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8598229,44.07010702
272,a1b268b9-69f2-4ede-84b3-044d57def3e5,Riffle,,,,,,,,,,1,45,77,54.5,154,154,218,154,109,38.5,109,77,77,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8610432,44.07174503
275,84728a4b-ac5f-4297-9e27-4703acebe6a6,Riffle,,,,,,,,,,1,48,77,218,109,27.25,54.5,54.5,109,109,109,218,154,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8616334,44.07191888
277,188d9776-73b5-4304-b89d-11ca4677d891,Riffle,,,,,,,,,,1,50,109,109,13.65,109,54.5,77,27.25,77,38.5,154,154,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8618486,44.07300682
280,f5f699f4-f546-451f-8922-61c2dfa75119,Riffle,,,,,,,,,,1,53,54.5,54.5,54.5,109,109,109,109,154,154,109,154,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8628214,44.07447362
282,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,Riffle,,,,,,,,,,1,55,38.5,77,109,154,154,109,154,154,109,77,54.5,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8632793,44.07612778
291,6971e03c-c142-4a82-97ba-b14fd82ad7aa,Riffle,,,,,,,,,,1,61,77,109,874,109,77,109,38.5,109,77,54.5,109,,,,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8669661,44.07802165
256,d62a8d05-1351-40e4-b26b-15b470ec13c0,Run,,,,,,,,,,1,29,,,,,,,,,,,,10,30,60,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8576683,44.06801042
266,8bbba443-f973-4b63-b28d-8c5ce4401fc3,Run,,,,,,,,,,1,39,,,,,,,,,,,,,40,60,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8599241,44.0698578
293,27439266-91fa-46f9-93b9-496bcf95e820,Run,,,,,,,,,,1,65,,,,,,,,,,,,,60,40,,d68a7393-ce19-488d-a2e7-597c805d5afc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668162,44.08097978
