ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
98,f4b96acb-0482-4cd1-a8b6-5a5124bbdbde,2,Island,7,0.6,0.45,0.3,199369d7-dce6-4fe7-a30a-e7b669c873cf,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8581616,44.06890243
99,20885ab1-cc8d-4183-9bea-b904b80788f4,3,Island,2.4,0.5,0.55,0.4,199369d7-dce6-4fe7-a30a-e7b669c873cf,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8581911,44.06901923
100,cde3f7d2-ee63-4fbc-a56f-d954a5a23d4d,1,Right_Bank,3.5,0.2,0.5,0.8,0574fea2-18d3-4524-b5b1-43c5ba26c9e5,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
101,e6635ea7-9ea5-4e19-8484-38f52163ce2e,2,Right_Bank,3.8,0.7,0.4,0.4,0574fea2-18d3-4524-b5b1-43c5ba26c9e5,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8578238,44.06908617
102,c9fda084-e976-4a64-8805-74034e29c0d8,1,Island,3.5,0.4,0.25,0.3,44e834a7-9596-4c5b-8990-480ffcbf05ef,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
103,5ba80a0c-a776-4dec-b354-f3812099d45a,1,Island,3,0.3,0.7,0.3,fabe58f0-f3fb-49a5-8569-525963d08b4b,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
104,38ca05ce-052c-4cf7-892a-77d4c444e628,2,Island,3.5,0.6,0.36,0.45,fabe58f0-f3fb-49a5-8569-525963d08b4b,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8591471,44.06915898
105,1422731f-e1f2-48dd-940c-7e9179f032d9,1,Left_Bank,3,0.7,0.6,0.3,73a15155-93cf-437d-8e4e-4534512686d8,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
106,ee66d2d4-1bcf-476c-baf7-44b368e76cee,2,Left_Bank,2,0.45,0.5,0.6,73a15155-93cf-437d-8e4e-4534512686d8,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8599507,44.06948785
107,705200e7-ab33-401d-ad94-76981e21b8b0,3,Left_Bank,7,0.6,0.35,0.5,73a15155-93cf-437d-8e4e-4534512686d8,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8599353,44.06955352
108,5dd0c2b7-1747-4cc1-a1f7-d8479000ffd4,1,Left_Bank,5,0.2,0.4,0.5,8bbba443-f973-4b63-b28d-8c5ce4401fc3,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
109,2516874a-bc28-4f46-a72f-4f32080cda43,1,Left_Bank,7.5,0.4,0.2,0.7,c5518d91-42cc-4774-9bf1-bda22e71e31a,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
110,65bc9ad3-7c57-4bc7-b47c-9e7d656e97e4,2,Left_Bank,6,0.4,0.3,0.35,c5518d91-42cc-4774-9bf1-bda22e71e31a,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8597662,44.07042942
111,11d7de2f-0530-494b-80c5-9d29610fe527,3,Island,4,0.25,0.4,0.3,c5518d91-42cc-4774-9bf1-bda22e71e31a,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8596041,44.07099075
112,b86f3b32-d774-45a7-8a03-b23c9eb667cf,4,Island,2.5,0.2,0.2,0.3,c5518d91-42cc-4774-9bf1-bda22e71e31a,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.859768,44.07119288
113,7367a120-2391-4251-b313-fe95be8c5434,5,Right_Bank,1.6,0.3,0.35,0.2,c5518d91-42cc-4774-9bf1-bda22e71e31a,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8598201,44.07134053
114,35331f34-017e-424e-8e53-efabd77311a1,6,Island,3.9,0.4,0.4,0.7,9462d705-3410-4076-9010-a0449a4f398a,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
115,538753fb-45b0-4c62-a01a-d63018a3ff0a,1,Right_Bank,5,0.22,0.2,0.4,14f02c07-c8ce-482e-b816-5a344502e5b0,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
116,a2f184f2-4647-4023-a687-032c637caeee,2,Island,5.5,0.4,0.5,0.4,14f02c07-c8ce-482e-b816-5a344502e5b0,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8609053,44.07172343
117,7fb40fe4-aaa8-4c40-96aa-531b41561da6,1,Left_Bank,8.5,0.8,0.7,0.6,7ec7ac86-1936-49f3-bb49-3553e15019f1,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
118,572880d0-e371-461d-bd41-4e3e2dfa7708,1,Left_Bank,1.5,0.4,0.55,0.5,84728a4b-ac5f-4297-9e27-4703acebe6a6,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
119,2ada1e29-6ad9-409e-b07e-0ec3fef75408,2,Right_Bank,4,0.25,0.4,0.6,84728a4b-ac5f-4297-9e27-4703acebe6a6,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.86156,44.0724707
120,ed05e8ff-0835-4628-8115-ae9e3b85afcf,1,Right_Bank,1.2,0.25,0.4,0.4,188d9776-73b5-4304-b89d-11ca4677d891,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
121,530e8a2e-2720-4be4-ab0f-127703f93d14,2,Left_Bank,2.3,0.5,0.7,0.7,188d9776-73b5-4304-b89d-11ca4677d891,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8628226,44.07347713
122,a477fc29-ca3a-4c8c-ab50-0d6cface724e,3,Left_Bank,6.5,0.3,0.4,0.35,188d9776-73b5-4304-b89d-11ca4677d891,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8628917,44.07357907
123,9e437cb7-050a-489a-9c16-225a1b58e8d3,1,Left_Bank,3,0.25,0.32,0.23,45e55332-e33b-4f17-b329-80bac319667b,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
124,0692f878-009c-4e21-9934-29e5857a97ba,2,Left_Bank,3.8,0.33,0.4,0.2,45e55332-e33b-4f17-b329-80bac319667b,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8631337,44.07435485
125,56dc446a-9337-403d-9888-4352dce90d08,1,Left_Bank,6.5,0.4,1,0.65,f5f699f4-f546-451f-8922-61c2dfa75119,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
126,8d6b7647-94c2-4624-87a5-d2532a8bf2ab,2,Right_Bank,1.8,0.2,0.2,0.3,f5f699f4-f546-451f-8922-61c2dfa75119,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8626661,44.07535657
127,3cf6c211-06e4-40bc-a148-b26cc4defc67,3,Right_Bank,3.3,0.2,0.25,0.4,f5f699f4-f546-451f-8922-61c2dfa75119,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8626341,44.0755521
128,fc61a9b1-c5c5-44ad-8015-75a6900a36e6,4,Right_Bank,3.6,0.2,0.5,0.5,f5f699f4-f546-451f-8922-61c2dfa75119,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8626545,44.07561633
129,f0aa3c4d-62f3-4de7-b8e9-357e37580b05,5,Right_Bank,12,0.2,0.3,0.2,f5f699f4-f546-451f-8922-61c2dfa75119,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8626727,44.0756705
130,c2777f33-acf2-41e1-96de-42f5a3dd82a8,1,Right_Bank,28,0.7,1.6,1,dd9cf989-e81d-4963-bf09-d43134352061,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
131,072712db-3f3f-4f44-b2d0-cf2bc3c2e2dc,2,Right_Bank,6.2,0.45,0.6,0.35,dd9cf989-e81d-4963-bf09-d43134352061,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8630532,44.07622477
132,0337ee7e-b4de-412d-8c98-83b2538ff40c,1,Right_Bank,5.5,0.2,0.38,0.2,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
133,41498156-6cac-4d0b-9a68-5c23f2162109,2,Right_Bank,32,0.6,0.5,0.6,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8638022,44.07681978
134,d400a3a3-854f-44f3-9698-87fb4be7154b,3,Right_Bank,6,0.3,0.4,0.3,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8640592,44.07696288
135,3cffc6ef-97bc-408d-bfcf-883acadc9806,4,Right_Bank,2,0.25,0.5,0.4,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8641471,44.07697753
136,7943e9a7-11c4-4624-8b98-875ba861cf24,5,Right_Bank,1.5,0.2,0.25,0.2,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8642107,44.0769911
137,978fba20-db5f-46bd-b458-f70b280c44e7,6,Left_Bank,3.5,0.2,0.25,0.2,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8646681,44.07684382
138,7b95db3b-66d8-4496-bc37-d946bf17e532,7,Left_Bank,2.5,0.2,0.2,0.2,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8647682,44.07686827
139,02085b44-9362-48e7-9842-86f68689174b,8,Left_Bank,3.3,4,0.3,0.25,7ec0d75d-3edc-4e96-ab83-12fde0e9eb90,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.865357,44.07692233
140,5ad246cb-3a38-45d8-b1c3-48c3ac48e8c3,1,Right_Bank,13,0.45,0.4,0.35,17d08880-790f-4f5f-9d26-90fc56818120,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
141,5cc5395d-39e8-4a2c-8189-09949965f972,2,Right_Bank,4.5,0.3,0.3,0.3,17d08880-790f-4f5f-9d26-90fc56818120,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8645789,44.0770611
142,bed193e4-549a-4039-85d9-e94f5853d75c,3,Right_Bank,12,0.4,0.8,0.5,17d08880-790f-4f5f-9d26-90fc56818120,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8649243,44.07708438
143,ba52126f-99b1-497c-9233-35c194abe850,4,Right_Bank,2.8,0.3,0.4,0.3,17d08880-790f-4f5f-9d26-90fc56818120,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8650697,44.07712187
144,aa8b23b0-1223-4884-afd5-0df18338d80e,5,Right_Bank,6.2,0.6,0.5,0.3,17d08880-790f-4f5f-9d26-90fc56818120,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8651655,44.07711278
145,9eb4b983-0244-46da-a5d7-c7e6505f64dc,1,Left_Bank,1.8,0.5,0.2,0.2,75abe9d2-938d-47b1-8f74-288fa1943d83,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
146,0325f773-3437-4833-81f5-f02d463aaab3,2,Left_Bank,5,0.2,0.4,0.35,75abe9d2-938d-47b1-8f74-288fa1943d83,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8656707,44.07696195
147,e6a6b5ca-ab76-459a-8611-0d63483bc7f2,3,Left_Bank,2.1,0.5,0.3,0.2,75abe9d2-938d-47b1-8f74-288fa1943d83,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.865976,44.07697155
148,1acd081e-87fc-4662-a9c6-4323f1d11ce6,1,Left_Bank,3.8,0.3,0.4,0.3,9a2f0a53-f51d-4ddb-adaa-7be20b2b8418,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
149,303b6125-a223-4d9f-8416-721b4b5e671e,2,Left_Bank,4.4,0.25,0.3,0.4,9a2f0a53-f51d-4ddb-adaa-7be20b2b8418,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8664956,44.0771646
150,f99920ce-0360-4fbf-b759-ff260b284dc2,3,Left_Bank,12,0.6,0.6,0.6,9a2f0a53-f51d-4ddb-adaa-7be20b2b8418,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8666719,44.077421
151,d05851e5-a195-40b5-9b52-fbbd65695227,1,Right_Bank,30,0.4,0.5,0.4,ca0c2db5-1d61-4ece-9f06-40c15a39fbdc,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
152,8881961d-72a1-47bb-adeb-257ea80da9ee,1,Right_Bank,3,0.3,0.4,0.3,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
153,36702a1f-ec4a-43b8-aa5e-eb57a32d9eb6,,Left_Bank,3,0.3,0.3,0.3,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.867224,44.0788211
154,97a593b2-5bc0-4c4c-8526-21f09a630c0a,3,Left_Bank,2.2,0.2,0.2,0.5,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8672216,44.07881988
155,2e544f97-fd5f-4094-9baa-79257298d33e,4,Left_Bank,16.5,0.4,0.8,0.5,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8671635,44.07892475
156,0798730a-1281-48d3-b63b-1711ec57901f,5,Left_Bank,3,0.4,0.6,0.8,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8670275,44.07913158
157,bbb7c69f-d4e4-41cf-9cdf-f9fbc17d9aa0,6,Left_Bank,5.5,0.3,0.4,0.3,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8669321,44.0794372
158,02e5b47a-8c4a-4be6-89b2-22f05fff36ec,7,Left_Bank,1.3,0.2,0.3,0.3,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668839,44.0795605
159,9d015044-c297-4c24-a26e-02edbc48d49c,8,Left_Bank,1.2,0.2,0.3,0.2,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8669002,44.07980768
160,e85cf132-bce8-481c-b1f6-1c024660638a,9,Left_Bank,6,0.6,0.7,0.5,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668931,44.079991
161,49db310f-f442-4c4c-8821-865202b72e22,10,Right_Bank,7,0.4,0.5,0.35,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8665243,44.0799313
162,56e5b4d7-a015-4c59-8209-74007847efe6,11,Left_Bank,1.5,0.4,1,0.8,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668246,44.08015103
163,7ae05fcd-44b2-49bc-8d69-37f2080d11af,12,Right_Bank,4,0.2,0.25,0.2,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8664628,44.08031508
164,83e43eaa-338d-4a8d-9182-af4a5e722191,13,Right_Bank,3,0.2,0.3,0.2,6971e03c-c142-4a82-97ba-b14fd82ad7aa,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8664752,44.08038578
165,f2512997-efa2-4e43-9a74-bd3107c19666,1,Left_Bank,3.5,0.25,0.2,0.2,27439266-91fa-46f9-93b9-496bcf95e820,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,0,0
166,64bb6856-08d8-4a66-841b-bb754d5bd418,2,Left_Bank,2.5,0.3,0.3,0.35,27439266-91fa-46f9-93b9-496bcf95e820,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668204,44.08101433
167,346a5093-222a-4435-85a1-e051b8a7770b,3,Left_Bank,3,0.2,0.4,0.35,27439266-91fa-46f9-93b9-496bcf95e820,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668093,44.0811866
168,0eb0ae5c-d115-4318-a22b-fcb116b10950,4,Left_Bank,4,0.2,0.3,0.25,27439266-91fa-46f9-93b9-496bcf95e820,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8668066,44.08131277
169,546ef41f-d894-479a-81c1-e5523f9e3fd4,5,Left_Bank,7,0.3,0.6,0.4,27439266-91fa-46f9-93b9-496bcf95e820,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.866742,44.08154953
170,67673885-a15b-48dd-9527-fbfe7afab85b,6,Left_Bank,7,0.3,0.4,0.55,27439266-91fa-46f9-93b9-496bcf95e820,9/10/2018 14:41,richie@qcinc.org,9/10/2018 14:41,richie@qcinc.org,-114.8666987,44.08162302
