ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
24,99dadd46-cb92-4545-8166-1527c4dce8bf,2,Right_Bank,4.9,0.45,0.36,0.32,449c73a7-d7fa-4642-a630-aa78dcf263be,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9812501,44.61869162
25,755995a2-21e5-4db2-8c06-e2616e4752c3,1,Left_Bank,8,0.78,0.84,0.76,91a8d048-cb51-47e4-b0b5-8ebb2dda36c8,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
26,56666a75-c3e3-41a7-8bc4-9b9860fe78d8,1,Left_Bank,1.2,0.33,0.46,0.34,4c208d32-37de-4e0f-a8a1-85c6f44854fe,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
27,e9f643ff-0bee-4efd-b42a-55cab776dc05,2,Left_Bank,4.5,0.8,0.98,1.4,4c208d32-37de-4e0f-a8a1-85c6f44854fe,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9796777,44.61855128
28,011e4b1f-aeb4-4dd2-891b-6fe59bec002f,3,Left_Bank,6,0.45,0.78,0.6,4c208d32-37de-4e0f-a8a1-85c6f44854fe,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9797399,44.61855863
30,5d456797-e839-4075-846e-191c1ef4e3c9,1,Left_Bank,2.5,0.29,0.31,0.29,f79ce27d-0b86-49fd-9c5f-6a112d206301,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
31,36a031b6-6777-4ce0-b3af-d392b3f819ce,1,Right_Bank,3,0.25,0.47,0.3,5c4d5bd4-2c46-4f56-b11f-280387d39a0d,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
32,54910f70-d024-48cc-b092-25f0ed96a480,1,Left_Bank,7,0.95,0.2,0.48,0cc262df-ca48-4209-a275-0d772dfb49ca,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
33,c6023ef1-de7b-441a-8a4f-87b351825b8c,1,Left_Bank,12,0.23,0.3,0.25,4c2bd36b-4783-4123-8159-ecf008bab50d,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
34,249c3ea6-c8d1-4019-8686-211f162caf92,2,Left_Bank,6,0.25,0.32,0.27,4c2bd36b-4783-4123-8159-ecf008bab50d,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9780758,44.61896632
35,6619590f-e022-4f19-ad92-063885006c98,1,Island,6.5,0.25,0.22,0.22,d3df2048-fd49-4efd-be76-8213cd9ba2ab,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
36,3ad6c179-dca8-4606-85f2-dfa1e03adde3,1,Island,4,0.25,0.62,0.31,891d8ef8-0e6c-4dba-adc2-fa0774d2c12a,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
37,33541fc9-5798-4abc-84f4-472080fa6de7,1,Left_Bank,15,0.78,0.25,0.4,dda7e8ac-112c-4bac-9b26-0825dcc1a212,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
38,06c2fc17-0e6f-4b37-beac-e75d56879619,1,Right_Bank,2.28,0.32,0.42,0.47,2c4a64d6-e4b1-4929-813b-63b861c73178,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
39,d695c47b-9066-4e8b-94f2-98572760d632,1,Island,3.7,0.79,0.86,0.54,fb25d3ea-5f2d-4c3f-b17f-ca553ff3583b,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
40,d24674fa-efe1-4228-b9f6-c18dc8785976,2,Right_Bank,2.25,0.22,0.31,0.5,fb25d3ea-5f2d-4c3f-b17f-ca553ff3583b,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9693023,44.61578308
41,a59e4a3f-31ce-4461-bf43-74d0a15d7550,1,Right_Bank,3,0.53,0.48,0.55,4e5eb7e1-691e-495b-933a-e5c6da6c30b3,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
42,8ed17324-322e-4802-8985-e9f4867620f0,1,Right_Bank,4,0.3,0.45,0.3,e4b6363f-3fa5-4e5e-a32e-9dd5959bbfc1,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
43,401a305a-d013-4090-adec-6cf49566b901,1,Left_Bank,3.2,0.29,0.64,0.79,03751dbd-a7c6-4bdb-947d-7c030c61dff6,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
44,1ce7ca97-30bb-4736-a669-a39bb67b6d0b,1,Left_Bank,1.55,0.3,0.29,0.33,5387c5f1-0be3-4d70-b16e-c194bf29b939,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
45,bf696f9a-2956-4a50-b957-7f96cfb2d868,2,Left_Bank,5,0.28,0.22,0.4,5387c5f1-0be3-4d70-b16e-c194bf29b939,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9706035,44.61603687
46,dec50a00-58e5-4edd-b565-e0422d2e9a93,1,Left_Bank,4,0.32,0.55,0.54,9e410928-d3dd-4517-93c6-55116de3d983,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
47,152e4dfc-7c85-4cac-a33a-167ef22f00c2,1,Left_Bank,1.5,0.2,0.2,0.38,a0af680d-3e05-4cef-8080-38569014e941,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
48,f7710747-d42c-44c8-be51-fee4639b989d,2,Right_Bank,5.5,0.32,0.26,0.37,a0af680d-3e05-4cef-8080-38569014e941,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9726581,44.61703307
49,9bf0a356-31d8-46ce-bc74-b6a0fbb37a70,1,Right_Bank,6,0.45,1.28,0.32,9d7557d6-c347-4d7b-bc87-86a1292a1569,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
50,4c146d9b-92bb-433d-a810-3fc7f3fc4aee,1,Right_Bank,8,0.28,1.07,0.27,c0206909-4db5-4041-965d-f19f4efa7043,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
51,d4c5e8e4-9df1-42b3-a868-86b52160ce01,2,Right_Bank,5,0.23,0.26,0.25,c0206909-4db5-4041-965d-f19f4efa7043,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9734167,44.61741092
52,2b4ffb3e-f805-44c4-a27e-baac35cb2f34,3,Left_Bank,10,0.37,0.68,0.49,c0206909-4db5-4041-965d-f19f4efa7043,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9734261,44.61734148
53,fb65746d-4fe0-4a12-a264-b458ffc79b07,1,Left_Bank,12,0.5,0.8,0.4,9b5985ad-b13e-4959-abfa-ac07b596eb25,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
54,4876fc8e-cdd8-4940-8f08-c3395813404f,2,Right_Bank,8,0.8,0.5,0.5,9b5985ad-b13e-4959-abfa-ac07b596eb25,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9736348,44.61778213
55,2855024d-daeb-4f5b-a19d-90d6e2a676a2,1,Right_Bank,13,0.45,0.45,0.45,af7022a8-be19-41f1-8d6a-04db62bdd661,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
56,cb8ed69f-b65a-4192-8bb5-4b3adba25473,1,Right_Bank,11,0.4,0.5,0.5,b30f9c2f-fee3-4d11-a090-3a3f8e24d882,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
57,b6ff7359-e134-43b3-87a5-b8bb0f325a81,1,Left_Bank,10,0.3,0.7,0.25,705314a7-b06b-4747-bd38-136066cf8297,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
58,fe4814be-b41b-420b-8f0c-6a6726d77a0c,1,Left_Bank,14,0.28,0.47,0.38,32c906c7-0655-418f-a54a-091b76fa12f8,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
60,3a4e05a8-9224-4985-81e7-a84e44981c5b,1,Left_Bank,12,0.2,0.22,0.23,99e43a35-6e5a-41db-8057-42cd15c53dba,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
61,08b15fe9-9452-4a0e-8285-8b503215649a,2,Right_Bank,6,0.22,0.3,0.5,99e43a35-6e5a-41db-8057-42cd15c53dba,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9746149,44.61780895
62,3e7fddc6-303a-419f-a8b5-85e68af655b1,3,Left_Bank,8,0.2,0.4,0.35,99e43a35-6e5a-41db-8057-42cd15c53dba,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9747043,44.61779908
63,e93940bd-b208-4fba-a937-1c8d533d1229,4,Left_Bank,6,0.45,0.51,0.36,99e43a35-6e5a-41db-8057-42cd15c53dba,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9747344,44.61794922
64,36a82aea-0292-4aa4-a83f-38b54dd99646,5,Right_Bank,3.8,0.58,0.45,0.6,99e43a35-6e5a-41db-8057-42cd15c53dba,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,-113.9745979,44.61804612
65,aeedb61e-9dc7-485f-a40d-fe05b5c25a1b,1,Right_Bank,9,0.4,0.35,0.3,3ce409a8-c79e-4492-b80b-7030c015fe20,8/4/2018 22:43,richie@qcinc.org,8/4/2018 22:43,richie@qcinc.org,0,0
