ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11,8018d4c2-c040-430a-bdbb-edf900656d6e,Riffle,11,1,0.1,,10,,,,90,,,,,0.06,54.5,38.5,54.5,38.5,109,38.5,109,54.5,19.3,9.65,0.14,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
12,40c12b15-65f3-4e38-8002-3590c4462bf9,Run,12,1,0.21,,,,,,100,20,40,40,,,,,,,,,,,,,0.26,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
13,78f6688b-1424-4abc-b4e9-6e74fda8bdb3,Riffle,13,1,0.13,,,,10,,90,,,,,38.5,154,109,154,54.5,77,38.5,54.5,77,27.3,13.65,0.25,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
14,fa30357e-86be-4a04-a5ab-f2638d9a656c,Pool,14,1,0.16,,,,80,,20,30,60,10,,,,,,,,,,,,,0.5,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
15,76750fce-5ec2-48e6-84f3-9218456d5bdf,Riffle,15,1,0.12,,10,,30,,70,,,,,54.5,54.5,77,109,77,54.5,154,77,38.5,54.5,38.5,0.27,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
16,48589ca2-625e-4aea-8c1a-b79e6ee39af5,Pool,16,1,0.16,,,,10,,90,40,30,30,,,,,,,,,,,,,0.3,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
17,2ab0b3bb-a36a-4f50-83ae-0ab43204d7da,Riffle,17,1,0.16,,,,10,,90,,,,,38.5,38.5,77,38.5,13.65,154,154,27.3,77,38.5,38.5,0.16,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
18,5a71c34c-89be-497c-80c3-33d2e41b10bb,Run,18,1,0.18,,,,10,,90,30,50,20,,,,,,,,,,,,,0.28,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
19,af39a3d7-318b-4a9c-8bd8-fa8cdec7df87,Riffle,19,1,0.24,,,,10,,90,,,,,,,,,,,,,,,,0.28,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
20,295fdc1a-f129-4b5f-9241-f79e8528448d,Pool,20,1,0.22,,10,,10,,80,20,60,20,,,,,,,,,,,,,0.48,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
21,8613cc2c-b3e6-4b7d-ba32-8a622ef1aa55,Riffle,21,1,0.22,,,,10,,90,20,50,30,,,,,,,,,,,,,0.22,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
22,c5e0bf54-ba29-4c5d-8690-629beca271aa,Pool,22,1,0.2,,20,,30,,60,40,30,30,,,,,,,,,,,,,0.3,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
23,96a1091a-2ba8-435d-9004-cfd1456c76a6,Riffle,23,1,0.1,,,,,,100,20,60,20,,,,,,,,,,,,,0.24,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
24,3bcd1135-bd24-4d05-ad38-f717750b1c66,Pool,24,1,0.12,,20,,50,,30,50,40,10,,,,,,,,,,,,,0.38,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
25,c520bc9a-4b1e-4913-8cde-7d13ac5992f0,Pool,25,1,0.2,,30,,,,70,40,50,10,,,,,,,,,,,,,0.4,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
26,a3228c8d-3953-4e99-90a5-a09f69f4ddcc,Riffle,26,1,0.18,,30,,10,,70,30,50,20,,,,,,,,,,,,,0.32,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
27,adf9f0f6-5104-4321-a37b-68ace7fdea75,Pool,27,1,0.18,,,,40,,60,30,50,20,,,,,,,,,,,,,0.44,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
28,e34f7355-f358-45f5-aa41-bff3531b2be0,Riffle,28,1,0.14,,10,,,,90,10,80,10,,,,,,,,,,,,,0.28,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
29,7757fd85-bab8-46cb-b2a9-caa003d40377,OCA,29,1,,,10,,40,,60,90,10,,,,,,,,,,,,,,0.14,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
30,dd25d877-d170-409d-85a9-05dd26763628,Pool,30,1,0.14,,10,,40,,60,40,40,20,,,,,,,,,,,,,0.38,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
31,f138b202-8eef-44a1-b697-0b0c3662252b,Riffle,31,1,0.16,,10,,10,,80,20,40,40,,,,,,,,,,,,,0.24,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
32,e7546798-4338-4d0f-ae1f-8cab69098e36,Pool,32,1,0.18,,10,,50,,50,30,70,,,,,,,,,,,,,,0.3,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
33,febdb401-2317-4942-89d9-d4ecd96a333a,Riffle,33,1,0.1,,,,10,,90,10,50,40,,,,,,,,,,,,,0.28,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
34,8cf1010f-1ac0-4129-be05-2cc066084a04,SSC,34,3,0.22,,30,,20,,60,60,40,,,,,,,,,,,,,,0.28,1.3,1.7,1.3,1.6,2.5,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
35,832211f9-51e1-4a70-9faa-6769af0ae91e,Pool,35,1,0.18,,,,20,,80,40,50,10,,,,,,,,,,,,,0.4,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
36,f2979809-d456-413f-a09f-71947fae9ce4,Riffle,36,1,0.14,,,,10,,,20,50,30,,,,,,,,,,,,,0.32,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
37,c718bec5-9e11-482f-b4c6-cad293e45dd6,Pool,37,1,0.22,,,,10,,90,20,50,30,,,,,,,,,,,,,0.39,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
38,09be4d29-a84d-491f-bb34-0efaf49f7056,Riffle,38,1,0.14,,10,,10,,90,20,50,30,,,,,,,,,,,,,0.29,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
39,548ecd45-6ae9-4413-a54c-be4143c9e068,SSC,39,4,0.04,,10,,80,,20,40,60,,,,,,,,,,,,,,0.18,1.24,2.65,0.45,0.63,0.61,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
40,a968c906-c383-49f3-88f0-928ff64900f5,Riffle,40,5,0.12,,,,10,,90,40,50,10,,,,,,,,,,,,,0.12,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
41,c361d184-cfdc-47e2-955d-71beee6425d2,Run,41,5,0.14,,,,10,,90,60,40,,,,,,,,,,,,,,0.2,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
42,6fb225bc-d7d1-4c42-adaa-9a01321cf1bb,Riffle,42,5,0.12,,,,30,,70,30,70,,,,,,,,,,,,,,0.18,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
43,2c73f7f0-efc5-47d7-b1a2-b9a04ba366bd,Pool,43,5,0.15,,30,,,,70,50,40,10,,,,,,,,,,,,,0.3,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
44,1fc7b056-a73c-455f-af5f-c927bffd5504,Riffle,44,5,0.1,,30,,10,,70,40,60,,,,,,,,,,,,,,0.16,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
45,11b3a9ac-b3e2-4831-adfb-77fc75ccc61b,Run,45,1,0.17,,10,,10,,80,30,60,10,,,,,,,,,,,,,0.33,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
46,8eebd0c2-9cde-4970-8744-b481fd8ed8d4,Riffle,46,1,0.18,,30,,,,70,20,70,10,,,,,,,,,,,,,0.2,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
47,71307a10-7e97-4e7b-bddc-206fe3df9a7c,SSC,47,6,0.06,,,,,,100,30,60,10,,,,,,,,,,,,,0.06,1.4,1.2,1.35,0.8,0.75,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
48,734f7eab-d161-4931-9359-60785787570c,Pool,48,1,0.19,,20,,10,,80,30,60,10,,,,,,,,,,,,,0.23,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
49,ddd4855b-2033-4d5e-aec4-b2f548c74ac5,Pool,49,1,0.1,,10,,,,90,30,50,20,,,,,,,,,,,,,0.36,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
50,83fc8ddb-29bc-45b8-a5b1-731e34df6833,Riffle,50,1,0.1,,20,,10,,80,30,60,10,,,,,,,,,,,,,0.14,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
51,a46c7800-ad38-4ddc-927d-880065070de2,Pool,51,1,0.16,,,,,,100,30,50,20,,,,,,,,,,,,,0.36,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
52,4a3e017c-2a96-4a4a-963d-0d7d0dcc2c4e,Riffle,52,1,0.22,,,,,,100,10,50,40,,,,,,,,,,,,,0.23,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
53,9977dff6-b8c8-4274-8915-b327b3d5d6d4,SSC,53,7,0.12,,10,10,,,90,30,60,10,,,,,,,,,,,,,0.16,1.15,1.15,0.98,0.95,1.08,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
54,30a9a088-d998-4c22-96c2-615927bf85ca,Pool,54,1,0.2,,,,,,100,30,40,30,,,,,,,,,,,,,0.39,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
55,ea022ccc-5abe-437a-9860-e8773acd304a,Riffle,55,1,0.3,,20,,10,,80,10,50,40,,,,,,,,,,,,,0.24,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
56,110376aa-1a38-4c85-ad0f-19cd17f8d95d,Run,56,1,0.18,,,,,,100,30,60,10,,,,,,,,,,,,,0.35,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
57,3bf13357-7b00-45c2-bf54-fae1bab7136a,Riffle,88,1,0.18,,10,,60,,40,20,40,40,,,,,,,,,,,,,0.3,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
58,13c5b87a-3efd-4c23-ae52-af5c9ffea6b0,Run,89,1,0.27,,,,30,,70,50,40,10,,,,,,,,,,,,,0.27,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
59,13611d87-e99e-4fca-a768-a1fdfd347cfb,Riffle,57,1,0.22,,10,,10,,80,20,50,30,,,,,,,,,,,,,0.22,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
60,c6f9ddec-2bb6-4cb0-a7d3-799f1cb46d6f,Pool,58,1,0.2,,10,,50,,50,30,40,30,,,,,,,,,,,,,0.68,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
61,84004525-d0ee-470f-bfcc-85d76403f164,Riffle,59,1,0.16,,,,70,,30,20,80,,,,,,,,,,,,,,0.27,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
62,4f39a1b6-3cba-4625-99b1-0abc141b347d,Run,60,1,0.16,,,,,,100,30,40,30,,,,,,,,,,,,,0.38,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
63,329d3348-e0ff-4eb9-bb1f-3f5213caa354,Riffle,61,1,0.25,,30,,,,70,20,70,10,,,,,,,,,,,,,0.29,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
64,92b1beea-173a-4dfc-ad34-fd69b08e173b,Pool,62,1,0.21,,10,,10,,90,30,70,,,,,,,,,,,,,,0.45,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
65,f6bdcad2-8666-452d-81b7-2f45753d4862,Pool,63,1,0.2,,,,30,,70,40,60,,,,,,,,,,,,,,0.62,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
66,2e403580-653c-41d3-aa2e-59f93a5369a5,Riffle,64,1,0.23,,,,,,100,20,70,10,,,,,,,,,,,,,0.23,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
67,114027fa-cb7b-4dae-ad79-f4df573171cb,Pool,65,1,0.22,,,,70,,30,30,60,10,,,,,,,,,,,,,0.87,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
68,761d5809-8bdb-433e-bc1e-0deb543a3b71,Pool,66,1,0.14,,10,,10,,80,40,60,,,,,,,,,,,,,,0.39,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
69,3fac8242-b573-4510-ade7-b99c38592071,Pool,67,1,0.18,,30,,10,,70,20,50,30,,,,,,,,,,,,,0.37,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
70,9af1de27-88cd-4660-9af8-b129714a4529,Riffle,68,1,0.23,,20,,,,80,20,60,20,,,,,,,,,,,,,0.23,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
71,2d442154-67ff-4b37-bba2-f71c1825a430,Pool,69,1,0.23,,10,,40,,60,30,40,30,,,,,,,,,,,,,0.42,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
72,fd4d6ba2-2e99-4bcb-a30d-7029cc3c061c,Riffle,70,1,0.2,,10,,,,90,20,70,10,,,,,,,,,,,,,0.2,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
73,f6e782ce-3d7c-4741-b8d2-5a0f14d19d0b,Pool,71,1,0.23,,,,30,,70,30,50,20,,,,,,,,,,,,,0.41,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
74,c48dfac9-1f84-4265-a2e9-eb65a004de83,Pool,72,1,0.2,,10,,,,90,30,40,30,,,,,,,,,,,,,0.37,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
75,1bc2cc14-8bec-4bdd-b8b8-08b7b8199f58,Riffle,73,1,0.22,,10,,,,90,10,50,40,,,,,,,,,,,,,0.24,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
76,a5f3d1b1-fb95-431f-abd7-a4273f7213e6,Pool,74,1,0.16,,10,,40,,50,40,60,,,,,,,,,,,,,,0.49,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
77,7279eb06-7c20-4cf6-87c0-4db51010acaf,Riffle,75,1,0.1,,40,,10,,50,30,70,,,,,,,,,,,,,,0.29,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
78,0d3d92e6-c17e-4d5a-be6c-385ddd0fc6ed,Pool,76,1,0.18,,,,10,,90,40,60,,,,,,,,,,,,,,0.48,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
79,028512e5-480f-4bf2-ad2f-66a43b61ba7c,Pool,77,1,0.21,,10,,40,,50,40,60,,,,,,,,,,,,,,0.37,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
80,37cb416c-017b-4fab-98c6-75d24fef358b,Riffle,78,1,0.21,,,,20,,80,30,70,,,,,,,,,,,,,,0.21,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
81,d728f6bf-370e-4392-b3df-e8f606a7dbc8,Pool,79,1,0.26,,,,,,100,30,50,20,,,,,,,,,,,,,0.4,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
82,515ef60e-dc3a-4a3f-aad8-05acba8b23d7,Riffle,90,8,0.12,,,,10,,90,40,50,10,,,,,,,,,,,,,0.12,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
83,d6b49c0f-e7c2-4abd-93f5-1f779660ea14,Riffle,80,1,0.16,,,,20,,80,20,50,30,,,,,,,,,,,,,0.41,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
84,ac382d64-6824-4dbb-aa9c-3bc6082ab431,Pool,81,1,0.18,,20,,30,,60,20,70,10,,,,,,,,,,,,,0.47,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
85,6eeb5b7d-db1b-4bb0-b0de-9ec6b54fd16f,Pool,82,1,0.16,,30,,20,,50,40,40,20,,,,,,,,,,,,,0.52,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
86,ab512a9e-b811-403a-aa9d-8fbce6a22d85,Riffle,83,1,0.12,,20,,,,80,10,50,40,,,,,,,,,,,,,0.35,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
87,4daa93be-cf86-4c0b-826b-ec2cf3d54dc2,Pool,84,1,0.2,,10,,40,,60,60,40,,,,,,,,,,,,,,0.35,,,,,,28704a9c-a70a-4bbd-8fd0-09ba176ce1a5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
