ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
17,db4e2d77-3c6d-4dce-9d0c-f28e17b52ced,1,Right_Bank,2,0.21,0.34,0.22,d6333af2-9ecb-4ea1-bf1a-b3c161e01a10,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
18,cd5c10a3-8eaf-4d15-9c7c-0a4c3001cb98,1,Right_Bank,2.5,0.2,0.3,0.25,6555c853-5835-4211-ae4c-0475d969c853,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
19,a81b7b4d-993d-4a0d-9a46-eb5e10698f88,1,Right_Bank,5.5,0.48,0.2,0.53,b025aedf-c043-4a76-9539-c6f202c7f73e,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
20,ca726edb-0b15-478e-a9e3-2ce2f9a8536a,1,Right_Bank,3.5,0.25,0.34,0.22,465325cd-fb59-4ffb-9fac-0aca0d6c1905,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
21,0217c63f-2002-4f7d-8a17-3ac295cae230,1,Right_Bank,6,0.48,0.53,0.5,2a897602-6d18-46f7-ac94-47235d7f598e,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
22,b716ba66-5564-4367-a28a-6e9e0c964586,1,Island,1.6,0.39,0.45,0.26,68e8f0db-02db-429f-b88c-9aca6fc52492,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
23,ad2d562e-f4fa-424a-bff6-cb28e7ca94a8,1,Right_Bank,2,0.2,0.3,0.42,eda4f39a-5d48-45c8-bce8-54497bbcecbb,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
24,080a3f14-cfb0-467b-b56b-565b2f3acd2d,1,Right_Bank,2,0.32,0.45,0.34,87f5e27b-29dc-4c98-9a38-35f91aef4331,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
25,f498f7a9-2ed0-42e8-bda1-3f3607885135,1,Left_Bank,3.5,0.22,0.24,0.33,81fe22c0-d0c9-46bf-9aec-d936f34b1287,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
26,b4e5422b-36fb-411b-af62-87522e8723d6,1,Right_Bank,5,0.2,0.5,0.3,19901583-5ac6-40e5-ab09-414db32fdebc,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
27,5c774c89-abd8-411e-ae20-813245d37ea6,1,Left_Bank,2,0.25,0.3,0.22,1762358b-9a96-4d48-b722-c70d68307cd7,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
28,f96c166c-1773-4688-89ef-ce3b68bd5c09,1,Right_Bank,4,0.3,0.4,0.3,0a3b5a8f-aff6-4298-8176-92a288683eb5,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
29,844099e9-e0bb-4848-a638-26bd60604f9f,1,Right_Bank,4,0.32,0.25,0.25,5f1e7e66-c780-4995-9851-421cdc075a56,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
30,14fd616e-bc5c-4f28-a44d-86957b58a853,1,Left_Bank,1.5,0.25,0.3,0.2,7a65af35-9a2f-49f1-9a30-057e45de7989,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
31,39eb65b3-a346-45d2-bcd5-f57c0fdffd71,1,Left_Bank,3.8,0.5,0.6,0.5,4c7087b3-5502-4373-97f8-eededa2d3f5c,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
32,1a34cdfe-535a-4eef-b1b7-e10fec6a0259,2,Left_Bank,6,0.23,0.2,0.25,4c7087b3-5502-4373-97f8-eededa2d3f5c,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4070969,44.71345287
33,1452f776-01a6-45b5-8129-404bc60779ef,1,Right_Bank,1.5,0.2,0.3,0.2,de4022d3-19af-454c-bb37-1bd0d10fe35d,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
34,f894edf7-b975-45a1-bf04-74bf480383be,1,Left_Bank,5,0.3,0.4,0.25,48e30b79-df39-4bdd-a811-45a344c3cbd6,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
35,63698085-6fde-408d-89c0-b75f313844c1,1,Left_Bank,4.5,0.3,0.46,0.49,88301242-6d66-41fd-8c35-fce1acd26f37,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
36,4e913007-5634-46bd-a455-3630236b4dcc,1,Left_Bank,7.5,0.45,1.17,0.5,aff64739-6a8a-4022-8619-db348158fdcf,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
37,870c0071-6721-4beb-b7da-9678fefe92fe,1,Right_Bank,7,0.4,0.3,0.25,3087f06e-f5c1-4d0a-863c-9e61c5a9ee37,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
38,5c105c8c-45d0-4ea9-a53b-15d5b3cdba05,1,Left_Bank,5.5,0.22,0.25,0.23,5df4d17e-c3e3-4ef0-b821-524cf459c843,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
39,5b622d65-ab88-4538-b141-fd7eb7af8afb,1,Left_Bank,10,0.4,0.5,0.59,a1e97106-1fbb-4e53-81c9-90f99042f281,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,0,0
40,155e7f70-c8ba-4c4d-a631-31f49ab079dd,2,Left_Bank,4.5,0.3,0.43,0.2,a1e97106-1fbb-4e53-81c9-90f99042f281,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4105064,44.71864037
