ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
17,a9cc0106-2526-4cef-ad7a-ab87ef837f30,Riffle,17,1,0.48,,10,,,,90,,,,,0.06,0.06,309,437,218,154,309,218,154,309,0.06,0.65,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
18,1804dbfe-680d-4a78-9361-f5798acdc50e,Rapid+,18,1,0.58,,10,,,,90,10,20,30,40,,,,,,,,,,,,0.69,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
19,a96cd508-229e-41d4-8d2e-950093ba8498,Riffle,19,1,0.5,,10,,,,90,,,,,154,218,109,309,218,437,77,437,437,154,19.3,0.62,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
20,748d386b-b8c4-4e28-95a9-8911c4787289,Run,20,1,0.4,,10,,,,90,20,10,30,40,,,,,,,,,,,,0.54,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
21,a2dd2344-2c27-4cea-910c-8f7279cf1f85,Rapid+,21,1,0.4,,,,,,100,10,30,30,30,,,,,,,,,,,,0.43,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
22,47315ae5-d340-46f1-a84c-c6e73531f4fc,Pool,22,1,0.51,,,,,,100,20,10,40,30,,,,,,,,,,,,0.63,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
23,96c16bb4-4ae7-48b5-9a0c-5ef0e4dea52b,Rapid+,23,1,0.5,,,,,,100,10,20,40,30,,,,,,,,,,,,0.5,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
24,46a1609b-3117-43be-8e9e-7b673939fa6d,Pool,24,1,0.5,,10,,,,90,20,20,40,20,,,,,,,,,,,,1,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
25,ab65cfa9-fc15-4bef-936c-964dae919962,Rapid+,25,1,0.48,,10,,10,,90,10,30,40,20,,,,,,,,,,,,0.53,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
26,5c4ec2b8-e599-483b-82c2-2a11c16e6e2a,Riffle,26,1,0.5,,10,,,,90,10,30,50,10,154,109,54.5,9.65,218,77,9.65,218,309,19.3,27.3,0.5,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
27,24a9cad7-7064-4b59-b314-598f24da9fa6,Pool,27,1,0.48,,20,,30,,60,30,30,20,20,,,,,,,,,,,,0.77,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
28,988c6cae-6363-41fa-a462-b233d0286f38,OCA,28,1,0.51,,,,100,,,60,,,40,,,,,,,,,,,,0.51,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
29,f134186b-6f09-4bf4-b08e-de17b24daec4,Rapid+,29,1,0.66,,30,,30,,70,10,20,30,40,,,,,,,,,,,,0.95,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
30,d14d85d4-d42e-4087-917b-3d47789ddd2a,Run,30,1,0.55,,20,,30,,70,30,10,20,40,,,,,,,,,,,,0.86,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
31,3cd62ca3-3688-4d22-b4e7-0440d9f139c4,Riffle,31,1,0.48,,10,,,,90,20,10,30,40,,,,,,,,,,,,0.66,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
32,f023be03-02f9-457e-93c6-6072e6e2112c,Rapid+,32,1,0.33,,10,,,,90,10,30,30,20,,,,,,,,,,,,0.48,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
33,d90f3478-f80c-453b-8b8d-3387ea82295d,Riffle,33,1,0.43,,20,,10,,80,20,30,30,20,,,,,,,,,,,,0.6,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
34,fea7a036-0e18-4e3f-ac61-68c9f2538a79,Rapid+,34,1,0.5,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.5,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
35,530c85bb-a00e-4541-8d0b-82a910e110ea,Pool,35,1,0.61,,20,,10,,80,10,40,40,10,,,,,,,,,,,,0.83,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
36,b640afdd-77d2-4f35-8337-bdfd56ce7dca,Rapid+,36,1,0.59,,10,,10,,90,10,30,40,20,,,,,,,,,,,,0.59,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
37,920cf948-b9a8-47f0-b644-92da766ee2b7,Run,37,1,0.6,,10,,10,,90,10,20,40,30,,,,,,,,,,,,0.75,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
38,0b3c377c-9aa6-42b0-bf5b-0f42f920ff2c,Riffle,38,1,0.58,,10,,,,90,,10,30,60,0.06,54.5,77,54.5,109,218,309,218,77,27.3,77,0.61,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
39,39111f10-5df9-49e8-ac7f-cdf8c602ead1,Run,39,1,0.47,,10,,10,,90,20,10,20,50,,,,,,,,,,,,0.73,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
40,576c45ae-db4d-47de-b02d-f2c75b8818df,Riffle,40,1,0.4,,10,,10,,90,10,20,30,40,,,,,,,,,,,,0.6,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
41,c716b99d-5bec-449e-990f-9cee9239b919,Rapid+,41,1,0.58,,10,,10,,90,10,20,30,40,,,,,,,,,,,,0.66,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
42,71c8c566-3621-4354-8f3b-0facd3d6a9b3,Riffle,42,1,0.38,,,,10,,90,10,20,40,30,,,,,,,,,,,,0.53,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
43,1cd6d6c5-8317-4955-b2c3-84a4622cc4c1,Rapid+,43,1,0.5,,10,,10,,90,10,20,40,30,,,,,,,,,,,,0.51,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
44,11d19790-8c49-4511-a834-55e3e3470eae,Run,44,1,0.41,,10,,10,,90,10,20,30,40,,,,,,,,,,,,0.61,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
45,d948a121-96a5-412a-9239-78a775e1c351,Riffle,45,1,0.5,,10,,10,,90,30,20,20,30,,,,,,,,,,,,0.5,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
46,4bc2a95d-86b2-486c-81c8-bf19f31d3f16,Run,46,1,0.48,,10,,10,,90,10,30,30,30,,,,,,,,,,,,0.58,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
47,9e928df8-d211-44aa-8165-2c00a550f30d,Riffle,47,1,0.41,,10,,10,,90,10,20,30,40,,,,,,,,,,,,0.55,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
48,966d6c2d-7643-4381-b691-9043559b1da1,Rapid+,48,1,0.5,,10,,10,,90,,30,30,40,,,,,,,,,,,,0.5,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
49,d56519f5-75a0-4e62-b973-06ccb92c15de,Riffle,49,1,0.39,,10,,10,,90,10,20,30,40,,,,,,,,,,,,0.58,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
50,e0a6bcd1-350e-4d12-bab8-90646c490055,Run,50,1,0.41,,20,,10,,80,10,20,40,30,,,,,,,,,,,,0.78,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
51,e6a52dbc-3b0a-496e-9a0b-6f1cb760d930,Riffle,51,1,0.27,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.38,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
52,747ed31f-c7d0-4a4e-ac5e-566a8a36b696,Rapid+,52,1,0.39,,,,10,,90,10,20,40,30,,,,,,,,,,,,0.78,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
53,ddb3a6a7-24b6-4c55-98fa-5abfb103ed99,Riffle,53,1,0.35,,10,,10,,90,10,30,30,30,,,,,,,,,,,,0.4,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
54,1b4f3d63-b6a6-49db-9803-e2ceedceb0d6,Pool,54,1,0.61,,10,,10,,90,20,30,40,10,,,,,,,,,,,,0.87,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
55,b57dde1d-b5c1-48f8-bd8d-8d1b191a2efe,Run,55,1,0.46,,10,,,,90,20,30,50,,,,,,,,,,,,,0.78,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
56,dd84d388-4813-4078-a72e-2c50f407af04,Riffle,56,1,0.39,,,,,,,20,30,40,10,,,,,,,,,,,,0.66,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
57,002d390b-c836-4f7b-b913-f6e2527a98b5,Rapid+,57,1,0.58,,10,,10,,90,10,30,40,20,,,,,,,,,,,,0.68,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
58,bb21eb99-dfa8-44c6-98fd-b678c858b5f6,Run,58,1,0.55,,10,,,,90,10,40,40,10,,,,,,,,,,,,0.71,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
59,ae5b388a-aa8e-4936-8444-b56979115099,Riffle,59,1,0.44,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.63,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
60,6a4afc34-4971-49ce-aab4-4ed3ddcc64bb,Rapid+,60,1,0.5,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.5,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
61,fc6db9d2-78c7-401f-abf8-dbac360f3e47,Run,61,1,0.5,,10,,10,,90,10,40,40,10,,,,,,,,,,,,0.69,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
62,7a12910a-6dd9-4996-84b1-6b5463860415,Riffle,62,1,0.46,,10,,10,,90,10,20,70,,,,,,,,,,,,,0.51,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
63,c0b0ac39-d8a6-4b80-9881-c778598f7f87,Pool,63,1,0.43,,10,,20,,80,10,20,70,,,,,,,,,,,,,0.83,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
64,9cbdf3c4-e3f1-4460-8162-149152db098c,Riffle,64,1,0.41,,20,10,20,,80,10,20,70,,,,,,,,,,,,,0.51,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
65,007f8e36-9b4a-465a-b982-aa8b5ac9884a,OCA,65,1,0.2,,100,,,,,90,10,,,,,,,,,,,,,,0.37,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
66,4fc1ee7e-73f0-4bd9-a48a-92a4aebed43d,Rapid+,66,1,0.47,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.67,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
67,19b57329-28e4-4a2e-a696-9351865fd8de,Riffle,67,1,0.45,,10,,10,,90,10,10,60,20,,,,,,,,,,,,0.55,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
68,f6b17db5-9349-4025-a71a-74b84cc581a6,Run,68,1,0.4,,20,,10,,80,30,10,40,20,,,,,,,,,,,,0.77,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
69,308def64-29b6-4b0e-9899-088f0638a73e,Rapid+,69,1,0.59,,10,,10,,90,10,10,70,10,,,,,,,,,,,,0.59,,,,,,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/9/2019 0:12,richie@qcinc.org,8/9/2019 0:12,richie@qcinc.org
70,994f217f-ccba-4d08-aef7-eca3b4bbccb3,SSC,70,3,0.2,,10,,10,,90,50,20,30,,,,,,,,,,,,,0.63,2.63,3.15,7.05,4.5,3.8,6465ebf7-a8a4-41e8-907f-66b7a769dbdd,8/22/2019 22:33,richie@qcinc.org,8/22/2019 22:33,richie@qcinc.org
