ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
13,c41c5513-8ad2-4ad6-8cd4-49c031f0061a,1,Right_Bank,2.6,0.25,0.38,0.48,408042a9-650e-47f3-aed1-37c4920882da,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
14,985a2919-3f1f-4ee7-b677-010c88dbe01f,1,Right_Bank,4.75,0.22,0.39,0.42,9ec8768a-7223-42fc-aad0-87e64891de15,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
15,b7570e8f-73b6-4956-acca-0f8b0832932a,2,Right_Bank,2.1,0.44,0.45,0.26,9ec8768a-7223-42fc-aad0-87e64891de15,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
16,5864ae9c-5faa-418e-bab7-e85be516af2d,1,Right_Bank,7,0.27,0.29,0.2,4233e138-3625-45c9-8573-72b18890c285,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
17,dc73fde4-126b-454b-9e23-3525598c272c,1,Right_Bank,2.4,0.44,0.47,0.23,3352e400-18d4-4ee5-a67a-8f48c751807a,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
18,94fa90e0-0026-402d-bec2-299c963e3f0a,1,Right_Bank,2.3,0.37,0.98,1,ad2e9ac8-c458-475b-b0a3-43ace963ddd1,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
19,e2d57f3e-73bd-43f6-a162-1078be1a7cbc,2,Right_Bank,4.1,0.4,0.49,0.57,ad2e9ac8-c458-475b-b0a3-43ace963ddd1,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
20,841fe4e2-2d15-477f-949f-353d6297421c,1,Left_Bank,2.25,0.62,0.3,0.2,0ddb65a8-78cb-4a14-a1d8-d3bb1677817c,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
21,16f17100-0b21-43a8-bf85-c3ae6285e12e,1,Left_Bank,2.1,0.4,0.54,0.29,f2e47b76-e327-4e67-aa3a-4e00452c9e80,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
22,f22dc821-4ba7-4726-ad49-9033e377069d,1,Right_Bank,1.35,0.2,0.25,0.23,727db200-c610-4a8f-8c65-3dbf80acd71e,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
23,3d7c71be-c112-4827-a2a2-f5a4e46036a9,1,Right_Bank,1.25,0.33,0.24,0.2,52437115-eeab-43be-9be4-650054a1fef4,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
24,565c32a0-13c9-46e8-ab74-938184ead47d,1,Left_Bank,2.5,0.3,0.48,0.75,28d67db7-6850-471b-926f-6e1efdb4deb5,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
25,ccae7f98-7652-4ffb-a03e-a6239b9f967d,1,Right_Bank,2.5,0.37,0.2,0.44,41e3e466-9585-41d8-a6de-2c82c5b90ade,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
26,b8dac4db-8835-468d-b4a3-e6df8ce27bb5,1,Right_Bank,1.6,0.26,0.29,0.25,2e877722-8b59-4939-8942-0da0b563e365,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
27,b2462edc-6497-4bd0-8882-ba546e4f0697,1,Left_Bank,4.15,0.2,0.26,0.46,9d06a78c-2bad-414a-83e3-a90c2b78336d,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
28,7744436e-c8ae-4336-9c98-2df0a0689411,1,Island,1.7,0.37,0.52,0.4,52d94a77-da1d-4b02-a5d2-898e9bb4e536,7/18/2019 20:43,richie@qcinc.org,7/18/2019 20:43,richie@qcinc.org
