ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11,1ec64ed6-aa67-424c-aefe-24c5fc8c2279,Pool,11,1,0.34,,,,,,100,20,20,50,10,,,,,,,,,,,,0.42,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
12,4ffa15f9-f8c6-4586-af7e-2ade600bd246,Rapid+,12,1,0.46,,10,,,,90,20,20,40,20,,,,,,,,,,,,0.65,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
13,0712f289-533e-4218-bfc1-f4c69a4ddad9,Pool,13,1,0.49,,,,,,100,20,20,40,20,,,,,,,,,,,,1.48,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
14,0719feef-5c32-4a46-97fb-ee7fbbc73da8,Rapid+,14,1,0.26,,,,,,100,10,20,50,20,,,,,,,,,,,,0.38,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
15,80342a47-420c-410f-99fe-d7da0d49e296,Riffle,26,1,0.34,,,,,,100,,,,,218,109,437,154,109,77,154,309,77,154,6.85,0.38,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
16,2f72d841-1d5c-4723-9618-1f498ff4806f,Pool,15,1,0.36,,20,,,,80,20,40,40,,,,,,,,,,,,,0.61,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
17,b1f05171-17c4-4653-a3c2-d378c6d48a4b,Riffle,16,1,0.32,,10,,,,90,,,,,109,218,38.5,437,218,309,218,77,437,77,6.85,0.42,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
18,e0da94b2-1bbe-4929-a212-0f3ae00047d3,Pool,17,1,0.34,,10,,,,90,20,20,50,10,,,,,,,,,,,,0.56,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
19,40e130e9-6b8e-4162-8b84-d39bcf8423a6,Riffle,18,1,0.46,,,,,,100,,,,,13.65,77,77,218,309,309,437,437,437,109,38.5,0.58,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
20,5767cb79-aef8-4f6f-8378-8159307fe6fe,Pool,19,1,0.46,,,,,,100,20,30,40,10,,,,,,,,,,,,0.65,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
21,0ef64b92-15ec-44ff-8ae6-ac19c547f4de,Riffle,20,1,0.46,,10,,,,90,,,,,218,77,218,218,309,109,218,154,218,437,437,0.59,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
22,4476298c-4cb5-4643-a5b0-6ba4a7f21aea,Run,21,1,0.32,,10,,10,,90,20,20,50,10,,,,,,,,,,,,0.52,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
23,cf1dc751-47fa-4983-8ec1-c14350277e60,Riffle,22,1,0.36,,10,,,,90,,,,,77,154,437,19.3,109,218,218,77,77,218,77,0.46,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
24,783a0447-4db9-4983-9e0a-23044c064f5c,Pool,23,1,0.34,,,,,,100,10,20,50,20,,,,,,,,,,,,0.75,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
25,120b0f9d-618d-4dc0-bc4b-f39205cc03f7,Riffle,24,1,0.34,,,,,,100,,,,,437,618,109,437,218,109,154,154,109,437,19.3,0.46,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
26,4ac1e31c-b626-4a72-ab88-7649d0137bcf,Pool,25,1,0.36,,,,,,100,10,20,50,20,,,,,,,,,,,,0.55,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
27,60b8145d-51a3-4e09-9e02-5a8bdf5fef5b,Riffle,27,1,0.28,,10,,,,90,,,,,154,6.85,109,309,154,77,218,309,154,309,9.65,0.56,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
28,c7e75cbd-5af3-4c35-b804-02e665d2b2da,Pool,28,1,0.36,,,,,,100,20,20,50,10,,,,,,,,,,,,0.76,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
29,193e9431-976e-430b-a277-f9fa59a12509,Riffle,29,1,0.46,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.52,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
30,00bf8db4-93be-41ee-9b68-b21c590f7766,Pool,30,1,0.42,,10,,10,,90,10,20,50,20,,,,,,,,,,,,0.52,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
31,c6e1e58a-19da-47a2-b0f7-dcff78155eb4,Riffle,31,1,0.44,,10,,,,90,10,20,50,20,,,,,,,,,,,,0.44,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
32,346c02c8-f390-4b73-a6d0-b0ef5cf31155,Pool,32,1,0.44,,,,10,,90,20,20,50,10,,,,,,,,,,,,0.56,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
33,6eedb924-b65a-4237-8457-841924eb341b,Riffle,33,1,0.36,,,,,,100,10,20,50,20,,,,,,,,,,,,0.58,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
34,7980c183-b51c-47e3-939f-d0010f45b5df,Pool,34,1,0.38,,10,,,,90,20,20,50,10,,,,,,,,,,,,0.54,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
35,0d6c88c0-9aff-4665-bdfb-d903925ab5ee,Riffle,35,1,0.48,,,,,,100,10,20,60,10,,,,,,,,,,,,0.5,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
36,d1d33ab8-2e76-4b12-94db-fe6228f2cc97,Pool,36,1,0.34,,10,,,,90,10,30,50,10,,,,,,,,,,,,0.56,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
37,1dc0d182-8274-4bd6-9264-ba0822ab9da1,Pool,37,1,0.46,,,,,,100,10,20,50,20,,,,,,,,,,,,0.68,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
38,2c3de0dc-b3d9-4c38-8af1-23d5faccb234,Pool,38,1,0.62,,,,,,100,10,20,40,30,,,,,,,,,,,,0.64,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
39,7f4e94e0-7ce7-4471-9ba4-81cca3193382,Pool,39,1,0.44,,10,,,,90,10,30,30,30,,,,,,,,,,,,0.78,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
40,4ad37d9c-8b5c-4ad8-b711-23e23b4637e8,Rapid+,40,1,0.44,,10,,,,90,10,20,30,40,,,,,,,,,,,,0.46,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
41,47428e4e-497c-448f-b612-9608e7fe4340,Riffle,41,1,0.46,,,,,,100,10,30,50,10,,,,,,,,,,,,0.46,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
42,e4084c3b-57a7-43f7-96e5-2192d1a7aebb,Pool,42,1,0.32,,,,,,100,20,30,40,10,,,,,,,,,,,,0.82,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
43,56c88d1e-083a-4a13-bfff-6e48cde9aa5f,Pool,43,1,0.42,,20,,,,80,20,20,40,20,,,,,,,,,,,,0.59,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
44,a9958ce1-83eb-4234-8eb1-37e70b713591,Pool,44,1,0.49,,10,,,,90,20,30,30,20,,,,,,,,,,,,0.82,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
45,2e84929f-bbbd-4fff-a064-7067da91e539,Riffle,45,1,0.36,,10,,,,90,10,20,50,20,,,,,,,,,,,,0.51,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
46,8591a99c-df8d-4b39-9295-5644f50619de,Pool,46,1,0.44,,10,,,,90,20,30,40,10,,,,,,,,,,,,0.62,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
47,f1d7ff58-c92a-41e2-bcbc-3fd158d5a5a1,Riffle,47,1,0.45,,,,,,100,20,20,50,10,,,,,,,,,,,,0.36,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
48,10caf1b7-18a9-4a68-b3c3-e38d476b510f,Pool,48,1,0.45,,,,,,100,20,20,40,20,,,,,,,,,,,,0.6,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
49,576b265b-ab0f-42f6-a182-26c28245c57f,Pool,49,1,0.44,,,,,,100,20,20,50,10,,,,,,,,,,,,0.52,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
50,7571c0bd-b020-4ae4-89f3-07b9ce4052f4,Riffle,50,1,0.34,,10,,10,,90,20,20,50,10,,,,,,,,,,,,0.51,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
51,dd8506b6-9091-4700-96ce-d04dec0a8c60,Run,51,1,0.33,,,,,,100,30,40,30,,,,,,,,,,,,,0.5,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
52,376d5cac-dbf0-48ee-a175-c7de9c71a79d,Riffle,52,1,0.48,,,,,,100,10,30,50,10,,,,,,,,,,,,0.56,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
53,aa7d389e-534d-45f0-9ecf-efb56127a4be,Pool,53,1,0.46,,,,,,100,10,30,50,10,,,,,,,,,,,,0.73,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
54,3836e867-c5d0-4e33-89c6-4cc75eb0d2e5,Riffle,54,1,0.69,,10,,,,90,10,30,40,20,,,,,,,,,,,,0.72,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
55,ef09fa01-e451-426a-8aab-c86cfc4de102,Pool,55,1,0.6,,,,,,100,30,40,20,10,,,,,,,,,,,,1.5,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
56,362c1997-154d-4f95-9645-394e841c28d7,Riffle,56,1,0.38,,,,10,,90,10,30,50,10,,,,,,,,,,,,0.46,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
57,923f7490-ccb8-4442-b833-b490a5150c8a,Pool,57,1,0.33,,,,,,100,20,30,40,10,,,,,,,,,,,,0.66,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
58,5b761a6e-7400-4e4b-9353-7c8f9d0b4c56,Riffle,58,1,0.42,,,,,,100,10,20,50,20,,,,,,,,,,,,0.52,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
59,fd1093a9-7c72-44ef-ba3d-712905b41d71,Pool,59,1,0.49,,,,,,100,10,20,50,20,,,,,,,,,,,,0.72,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
60,13eff9a5-439b-49bb-ac16-31032acc377b,Riffle,60,1,0.48,,,,,,100,10,30,50,10,,,,,,,,,,,,0.71,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
61,826f13fc-b4ea-49da-8db5-d01ccbf27d13,Pool,61,1,0.49,,,,,,100,10,20,50,20,,,,,,,,,,,,0.66,,,,,,8cf34b35-2943-4e98-939c-c588e966b707,9/12/2019 22:54,richie@qcinc.org,9/12/2019 22:54,richie@qcinc.org
