ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
12,c5a9cc17-0fae-4db7-bafa-7bfb266842b3,Riffle,12,1,0.41,,10,,10,,90,,,,,13.65,4.85,19.3,38.5,109,218,309,218,154,218,77,0.63,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
13,75e19a2b-8aaa-4d91-9747-4c602bcfa63b,Run,13,1,0.4,,10,,,,90,20,30,30,20,,,,,,,,,,,,0.82,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
14,32df616a-9a09-4e1e-ab8d-3214466d7ba7,Riffle,14,1,0.4,,10,,,,90,,,,,38.5,13.65,154,109,54.5,218,109,38.5,54.5,27.3,0.06,0.76,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
15,80705c27-9393-4492-b964-1348ba876117,Pool,15,1,0.35,,,,,,100,30,30,30,10,,,,,,,,,,,,1.05,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
16,98ce0926-9fa8-42b1-a0b2-9a00d790f6e7,Riffle,16,1,0.35,,,,,,100,,,,,77,0.06,0.06,218,77,309,77,54.5,109,54.5,77,0.5,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
23,b9cca569-159a-41aa-950f-09136a3d5b4c,Pool,17,1,0.5,Screw trap,,,,20,80,10,40,40,10,,,,,,,,,,,,0.73,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
17,9d588561-de20-4911-855a-5ab0a8134c55,Riffle,18,1,0.48,,10,,10,,90,10,30,30,30,,,,,,,,,,,,0.77,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
18,b21aa3ad-b651-4a10-acd9-499e78b9ee6e,Pool,19,1,0.47,,10,,10,,90,40,30,20,10,,,,,,,,,,,,1.15,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
19,704af4c6-a78e-4487-9cc5-581a591d8cba,Riffle,20,1,0.5,,,,,,100,10,30,30,30,,,,,,,,,,,,0.61,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
20,f57ac33c-348a-4410-8e03-0d7e02e07523,Pool,21,1,0.4,,,,,,100,20,30,30,20,,,,,,,,,,,,1.3,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
21,0a290af1-9653-4d55-838b-fe0461d42b80,Riffle,22,1,0.37,,10,,10,,90,20,30,40,10,,,,,,,,,,,,0.51,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
22,d68ffa95-15d8-4be1-b3ca-f6640c56be64,Pool,23,1,0.55,,20,,10,,70,30,30,20,20,,,,,,,,,,,,0.9,,,,,,722d1105-0e3a-44fe-b320-f9ef1a8dc6b3,10/7/2019 21:40,richie@qcinc.org,10/7/2019 21:40,richie@qcinc.org
