ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11,8e058c7d-035b-41b3-94ef-18c0b93d914d,Run,11,1,0.4,,10,,,,90,10,30,50,10,,,,,,,,,,,,0.47,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
12,855209b5-6b99-4e3c-8b72-fa379bdb97c5,Riffle,12,1,0.28,,,,,,100,10,30,30,30,,,,,,,,,,,,0.6,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
13,e0007343-9567-457f-a14c-13078b634250,Run,13,1,0.57,,,,,,100,20,30,30,20,,,,,,,,,,,,0.69,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
14,72156355-17d4-47a6-9537-080e89dad5c0,Riffle,14,1,0.52,,10,,,,90,10,30,30,30,,,,,,,,,,,,0.65,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
15,c4e86ba4-8ba3-4b9d-9b59-5f2a90579cca,Pool,15,1,0.4,,,,10,,90,20,50,30,,,,,,,,,,,,,1.3,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
16,f71f4f25-ca6f-4d40-bc91-1125cafd3140,Run,16,1,0.27,,,,,,100,10,40,40,10,,,,,,,,,,,,0.42,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
17,8d22c9f8-0eb5-4585-b10d-f8fe63bc0dfc,Pool,17,1,0.41,,30,,20,,60,20,40,30,10,,,,,,,,,,,,1,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
18,507aed79-564a-45c5-83f2-790c2058a5a9,Run,18,1,0.27,,20,,,,80,10,40,40,10,,,,,,,,,,,,0.46,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
19,cbf32ef6-feda-4374-983e-0ca9cd5ec661,Riffle,19,1,0.46,,10,,,,90,10,40,40,10,,,,,,,,,,,,0.46,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
20,5109b85c-b4ea-4020-b211-05c3275a471c,Pool,20,1,0.4,,,,10,,90,20,40,30,10,,,,,,,,,,,,0.75,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
21,bc4decdf-6afa-44c0-9b36-2a8f885d59ce,Riffle,21,1,0.31,,,,,,100,10,40,40,10,,,,,,,,,,,,0.55,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
22,722094f0-beda-44d7-afb9-c21931f41a8f,Pool,22,1,0.4,,10,,10,,80,20,30,30,20,,,,,,,,,,,,0.66,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
23,bc724e33-4eb0-460c-8ff7-002cc0922e87,Run,23,1,0.44,,10,,,,90,10,40,40,10,,,,,,,,,,,,0.52,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
24,a3afe4a8-da30-44a8-a981-a43207639a87,Pool,24,1,0.46,,,,10,,90,20,40,30,10,,,,,,,,,,,,0.81,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
25,598b4c69-a7aa-40a5-81a9-8461f9fe98cc,Riffle,25,1,0.33,,,,,,100,10,30,30,30,,,,,,,,,,,,0.54,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
26,cc58fa22-b133-4f4e-a788-751435767652,Pool,26,1,0.45,,10,,,,90,20,40,30,10,,,,,,,,,,,,0.8,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
27,38a0cad7-bd29-4ed1-9aa1-ba31a5337b90,Riffle,27,1,0.32,,,,,,100,10,30,40,20,,,,,,,,,,,,0.49,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
28,505ef276-a8ec-41dc-b5ef-13b454e5580a,Pool,28,1,0.5,,,,,,100,10,30,30,30,,,,,,,,,,,,0.69,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
29,d38eb071-8d24-4e15-9240-4867d5c7ac0d,Run,29,1,0.38,,10,,,,90,10,30,40,20,,,,,,,,,,,,0.57,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
30,88e4ef97-ba51-4257-8607-8200245da450,Riffle,30,1,0.36,,10,,,,90,10,30,40,20,,,,,,,,,,,,0.6,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
31,cd5a4e3f-fb31-4a40-8a7b-a3ee5e0aa517,Pool,31,1,0.36,,,,,,100,10,30,40,20,,,,,,,,,,,,0.96,,,,,,dd6cd709-e497-4996-8a65-b4e5d0fb1909,10/7/2019 9:38:53 PM,richie@qcinc.org,10/7/2019 9:38:53 PM,richie@qcinc.org
